user,tweet,location,date,sentiment
Roses655,RT @TomFitton: State Dept slow walking Biden Ukraine corruption docs.  @RealDonaldTrump @JudicialWatch https://t.co/qI4nZ9ir1V,None,2020-01-14 16:36:48,negative
You can't steal my joy,RT @aterkel: Re: the reported Bernie comments about whether Warren can win… remember that just this month Biden noted that part of the reas…,None,2020-01-14 16:36:49,neutral
Pam Farrar,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:36:49,neutral
ShNJ,"yeah, ""most likely""
Explosive new report says Russia hacked the Ukrainian company Burisma — most likely to get dirt… https://t.co/mBSpZDXFWn",None,2020-01-14 16:36:50,positive
DEPLORABLE ME (One God One Flag),"@SpeakerPelosi @RepJeffries Schiff, the whistleblower, Biden &amp; Hunter Biden better get ready to testify. Fair is fa… https://t.co/oe89NGNkkK",USA,2020-01-14 16:36:50,positive
Terri0806,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:36:50,neutral
DIANE MAHON,"RT @MarkSimoneNY: Fake News at it again, always hiding half the story from America: https://t.co/mQigzsJrqr",None,2020-01-14 16:36:51,negative
"Sarah (""Sally"") Rice Fox","RT @MarshallCohen: This might be the most important news of the day. Russia could leak Burisma emails, and slip in some doctored emails, to…","San Diego County, California",2020-01-14 16:36:51,positive
Reverend Judith Star-Medicine,"RT @CDonatac: Nuclear Option loaded:

Joe Biden open to CA Sen. Kamala Harris as 2020 running mate ~ says he’d consider Kamala Harris for “…","Kingston, NY",2020-01-14 16:36:51,neutral
MAGA🇺🇸Mitch🇺🇸1024/1024 IFBP,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",None,2020-01-14 16:36:52,positive
JOAN of AMERICA ⭐️⭐️⭐️Text Trump 88022,RT @JanetTxBlessed: As a fight breaks out between Warren and Sanders..will Biden break through as a clear winner in tonight’s Democratic de…,United States,2020-01-14 16:36:52,positive
Possum Jones,"RT @thebradfordfile: You can add Eric Ciaramella, Hunter Biden, and Joe Biden to your list, cupcake.",None,2020-01-14 16:36:52,neutral
kevin,RT @davidsirota: “A new Morning Consult poll tracking the strength of the top Democratic contenders against Trump in hypothetical matchups…,"Massachusetts, USA",2020-01-14 16:36:52,positive
Scotty McGuire,"RT @NevadaElJefe: *CRINGE* Biden Camp Rolls Out ""23 Reasons Why Joe Biden!"" - 'Because He Likes Ice Cream' (VIDEO)

WTF! Yep, here's just T…",America ,2020-01-14 16:36:53,negative
Jared Beck AI Bot,That's true. Americans also need to know about the Billionaire Oligarch donors of Justice Democrats and the candida… https://t.co/8TduWyWxq0,None,2020-01-14 16:36:53,positive
Girl♥️Bot,RT @JasonMillerinDC: Rand Paul to force vote on Hunter Biden testimony if GOP backs impeachment witnesses https://t.co/EqvHRCPWNl via @nypo…,None,2020-01-14 16:36:53,neutral
#NoWar #BernieBeatsTrump #PolicyVoter,"RT @NYforSanders: @BernieSanders Joe Biden has been trying to cut Social Security for four decades

https://t.co/1UmSoNoPFz",Vegas  http://bit.ly/2XHBq8W,2020-01-14 16:36:53,positive
Abdishukri Mohamed,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",South Africa,2020-01-14 16:36:53,neutral
Jensen R. Wolfe - Text TRUMP to 88022,"RT @MisterJRWolfe: I got Bloomberg and Biden. Both of which I will never be voting for!
#KAG2020
#Trump2020","Texas, USA",2020-01-14 16:36:54,neutral
Mary Kincade,RT @dawn_switch: 🚨🚨 New Ad Alert from Biden campaign,"Virginia, USA",2020-01-14 16:36:54,positive
Andrew Marmouget. #MAGA. #KAG. Trump 2020,RT @DavidSe49373434: @JoeBiden Because of your corruption Joe Biden. https://t.co/dBjXQSw8wa,Ozarks Hillbilly country,2020-01-14 16:36:55,neutral
rngp💙TIME💙FOR💙THE💙TRUTH💙,@JeffSpicker @tburages @Alyssa_Milano How about you make Trump pays for his crimes  and we'll make sure Biden gets what's coming to him?,"Florence, Alabama",2020-01-14 16:36:55,positive
J.O.Y.,RT @PeterB6117: Ow this is funny!,U.S.A.,2020-01-14 16:36:55,positive
Tony Folques,"RT @poetWOAgun: -860+ journalists have been imprisoned or executed in Iran since 1979 Islamic Revolution
-1500+ protesters have been killed…","Barrie, Ontario",2020-01-14 16:36:56,neutral
Dahling,"RT @DCM_TH: @SenatorBraun @MorningBriefing Sure, call Hunter Biden.

And then we can call witnesses to testify about the ethics complaint f…",Indiana,2020-01-14 16:36:56,positive
Deplorable Dano,Hey ⁦@BBC⁩ THIS IS A LIE! “debunked theory that Joe Biden had previously tried to quash a probe of Burisma” perhaps… https://t.co/qhtwoiEjH9,"Maui, Vegas & Tucson",2020-01-14 16:36:57,negative
Dave Weigel,"RT @ddayen: Come for the Pete/Wells Fargo content, stay for the Biden adviser who took the side of Uber against its drivers content! https:…","Washington, D.C.",2020-01-14 16:36:57,neutral
Pussilanimous Pelosi #NoMiddleGround #AbolishICE,"RT @BethLynch2020: So, true facts, Biden's record is appallingly bad, and there honestly probably isn't one generation or demographic (othe…",None,2020-01-14 16:36:58,positive
Talks with Cats🇺🇸,"RT @NevadaElJefe: *CRINGE* Biden Camp Rolls Out ""23 Reasons Why Joe Biden!"" - 'Because He Likes Ice Cream' (VIDEO)

WTF! Yep, here's just T…","Atlanta, GA",2020-01-14 16:36:58,negative
JMaddU? #HandmarkedPaperBallots,RT @JoyceWhiteVance: The reaction to this seems to be almost universally like mine. No one is surprised. Instead of the shock &amp; outrage eve…,None,2020-01-14 16:36:58,positive
Captain Square 🔮,RT @ninaturner: Joe Biden Has Advocated Cutting Social Security for 40 Years https://t.co/gds1DVRwjb,in the cellar,2020-01-14 16:36:58,negative
Dire-Maker,"RT @krystalball: While Warren is happy to smear Bernie as sexist, she apparently finds it over the line to talk about the obvious actual so…","Peterborough, Ontario",2020-01-14 16:36:58,positive
Tim Murphy,I legit would not be upset if #PuertoRico started investigating #Biden to get aid.,"Erie, PA",2020-01-14 16:36:59,neutral
Jeff4landslide,@JoeBiden Away from the corrupt totally unsupervised years under obama biden,USA,2020-01-14 16:37:00,negative
Chris11962,"Unlike Hunter Biden, Ivanka and Jared earned their millions &amp; long before Trump was elected. 

#QuidProJoe… https://t.co/dBfoqtcrfP",NYC,2020-01-14 16:37:00,negative
Miami Conservative,"RT @ByronYork: Much talk about chance of Hunter Biden testimony at Senate trial. But what about the whistleblower? He started probe, create…","Miami, Florida",2020-01-14 16:36:58,positive
Wendy Q Randall🇺🇸⭐️🇺🇸,"RT @gholland04: Financial records show Joe Biden has made $15M since leaving office. How did he do it?

#Corruption 
#Hunter 

⁦@realDonald…","Texas, USA",2020-01-14 16:37:01,neutral
JaRel Clay,@FredTJoseph @JoeBiden @CNN @washingtonpost @BernieSanders Folks like @CapehartJ completely glance over an increasi… https://t.co/W2AROKyGlp,DC | MD,2020-01-14 16:37:01,positive
Dahling,"RT @OfLouisa: @SenatorBraun @MorningBriefing Article 1, trump’s abuse of power by soliciting the interference of Ukraine in the 2020 U.S. p…",Indiana,2020-01-14 16:37:02,neutral
Richard A. Sands,RT @GeoffRBennett: House Republican Leader Kevin McCarthy is calling on Joe Biden to suspend his campaign while the Democratic senators run…,"Meriden, CT",2020-01-14 16:37:02,neutral
Ohio4Trumpwoman,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",None,2020-01-14 16:37:02,positive
Nathaniel Diorio,When Biden ends up locking up the nomination I'm sure all these leftists are gonna be so happy that they spent most… https://t.co/TXJNGeim2c,"High Park-Swansea, Toronto",2020-01-14 16:37:02,positive
capptec,"RT @atensnut: Elizabeth Warren:  Now that Julian Castro is out, I’m the only Latino running.  

Andrew Yang:  Now that my friend, Cory Book…", Idaho the conservative state,2020-01-14 16:37:03,neutral
LazyMeatball,RT @carrieksada: @mitchellreports this is just plain lazy journalism on your behalf. You’re going to run with the same bullshit ‘Muh Russia…,in your spaghetti,2020-01-14 16:37:04,negative
Dom,"RT @daryongeronimo: “Joe Biden said he would consider Harris “for anything” she wants, including vice president.”

“She’s qualified to be p…","Atlanta, GA",2020-01-14 16:37:04,positive
HPBOOTS,"Rand Paul Says He’ll Force Vote on Hunter Biden Vote If GOP Supports Impeachment Witnesses

https://t.co/LRjXerGb5r… https://t.co/MyBY6gfN6Z",None,2020-01-14 16:37:04,neutral
DollyMadison25,"RT @vannschaffner: Hunter Biden is material witness, if witnesses are called.  Don’t trust Mittens.  #tcot #nmpol",None,2020-01-14 16:37:04,neutral
"Angie ""famous psychic to the stars” Webster","RT @sgtjanedoe: Elizabeth Warren and Bernie Sanders are fighting over something I spent two minutes trying to figure out and then gave up,…","San Francisco, CA",2020-01-14 16:37:04,negative
Danny Boy,"RT @DIorioNathaniel: People saying ""Biden can't win he's too senile and incoherent""

Need I remind you who won last time?","Yorkshire, United Kingdom",2020-01-14 16:37:05,positive
JMaddU? #HandmarkedPaperBallots,"RT @JoyceWhiteVance: You probably saw this season 3 plot twist coming-Russia hacked Burisma, where Hunter Biden was on the board, after the…",None,2020-01-14 16:37:05,neutral
purity in politics? no,RT @JoyceWhiteVance: The reaction to this seems to be almost universally like mine. No one is surprised. Instead of the shock &amp; outrage eve…,United States,2020-01-14 16:37:05,positive
Dave Dumanis,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",San Francisco,2020-01-14 16:37:06,neutral
Elizabeth West,"Sure, Jan","Central Harlem, Manhattan",2020-01-14 16:37:06,positive
Jason Snyder,"RT @ByronYork: Much talk about chance of Hunter Biden testimony at Senate trial. But what about the whistleblower? He started probe, create…",FL Gulf Coast,2020-01-14 16:37:06,positive
Lin Q,"RT @thebradfordfile: You can add Eric Ciaramella, Hunter Biden, and Joe Biden to your list, cupcake. https://t.co/H4PLxrN74c",None,2020-01-14 16:37:07,neutral
Matthew Dowd,@thedeadlydonald Biden.,None,2020-01-14 16:37:07,neutral
Daly Carrasco 🦋💜🥁💙,"RT @BidenForce: #BREAKING NORTH CAROLINA POLL DEM PRIMARY
 (1/10-12):

@JoeBiden +13

Biden 31%
Sanders 18%
Warren 15%
Bloomberg 8%
Buttigi…","Hartford, Connecticut U.S.A. ",2020-01-14 16:37:08,positive
💜Sass💜💋RabbleRouser💋,"RT @my3monkees: #JoeVotedForTheWar is trending. 

Here is video of Joe Biden supporting Bush for leading America into the Iraq War &amp; promis…",Fairy Land,2020-01-14 16:37:08,positive
saskia,RT @MyBrothers111: Will the Energy Dept and Rick Perry provide the proof from the Ukraine govt to confirm @RudyGiuliani Biden crimes.  Perr…,None,2020-01-14 16:37:08,neutral
Madam Margaret,@RalphNader @EarthAdvoNews But Warren brought this up...in a move of  desperation...makes sense if you consider her… https://t.co/wa3iw73lce,None,2020-01-14 16:37:08,neutral
Eddie Kendrick,RT @vic777212718: President Trump does what’s right for the US! He’s not a warmonger but neither is he a pusillanimous string for a backbon…,"Kendrick Kompound  South, MS",2020-01-14 16:37:08,positive
Kybluegirl51 🍀🏀,@GOPLeader u r nuts u know that?? U want Biden not to campaign while impeachment is going on?  Just who the fuck r… https://t.co/leTKXLEZVe,"Kentucky, USA",2020-01-14 16:37:08,negative
Dahling,RT @FireRokita: @SenatorBraun @MorningBriefing John Bolton was witness to the president’s crimes. Hunter Biden has nothing to do with Trump…,Indiana,2020-01-14 16:37:09,neutral
🇺🇸 doctorcherokee 🇺🇸,"RT @dbongino: The NY Times and Kyle, on behalf of the Biden campaign and the Democrats, are desperately searching for a new “narrative” to…","The South, United States",2020-01-14 16:37:09,negative
Lucie A. Sulovská,https://t.co/xtk4U9Hm03,Brussels,2020-01-14 16:37:09,neutral
Mim,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…","Ridgefield, WA",2020-01-14 16:37:10,neutral
Kenyetta Harper,"RT @UniteCountryPAC: “We need a nominee who can calm partisan divisions, unify the country, and, once elected, rebuild our government insti…","California, USA",2020-01-14 16:37:10,positive
MonkeyMaMa 🧢,"RT @benshaparody: Democrats and CNN have announced that @AndrewYang will not be a part of the FINAL #DemocraticDebate this Jan.14, 2020 des…",United States,2020-01-14 16:37:10,neutral
SkyGoJackets,"RT @thebradfordfile: LMAO. 

This campaign ad is CRINGE.

Just like everything Biden does.","Cumming, GA",2020-01-14 16:37:10,positive
Liberty,RT @JanetTxBlessed: As a fight breaks out between Warren and Sanders..will Biden break through as a clear winner in tonight’s Democratic de…,"Georgia, USA",2020-01-14 16:37:10,positive
Mae,@JordanChariton @ewarren @HillaryClinton @JoeBiden @BernieSanders Biden can relax for a while.… https://t.co/OAFOU42JhQ,"St Pete, FL/Atlantic City, NJ",2020-01-14 16:37:12,neutral
Peggy O'Donnell,"RT @dbongino: While Democrats have won VA in the last three presidential elections, Trump now leads all the 2020 Dem candidates there with…",None,2020-01-14 16:37:12,neutral
AirMail,"RT @RandPaul: My colleagues can’t have it both ways. Calling for some, while blocking others. If we are going to give a platform to witness…","Washington, USA",2020-01-14 16:37:12,neutral
random outlier,"RT @bourgeoisalien: Here's the real story, folks. We're winning!",None,2020-01-14 16:37:12,positive
1831,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",None,2020-01-14 16:37:12,positive
🇺🇸🇺🇸 The Mazedog 🇺🇸🇺🇸,RT @Destiny3650: YES! YES! YES! 👏👏👏👏Bring they all in by force!!! We the People are waiting!!!  https://t.co/DOt1j37dp5,"Columbus, OH",2020-01-14 16:37:12,neutral
Dahling,"RT @Observer254: @SenatorBraun @MorningBriefing Fine, let's do it. Pompeo, Bolton and Mulvaney for Hunter Biden. Deal?",Indiana,2020-01-14 16:37:13,positive
Joe Ryan,RT @AdamParkhomenko: I can tell you with 100 percent certainty that there is not one single thing on the Burisma server that would make Joe…,United States,2020-01-14 16:37:13,negative
"“Get your words straight, Jack!”",RT @LewisHo67218892: Biden Leads Democratic Field in Poll of Iowa Caucus Goers https://t.co/Q1wtgSR2IB,"Kansas, USA",2020-01-14 16:37:13,neutral
Meghan McCain's Tears™,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",Planet Earth,2020-01-14 16:37:13,neutral
Vicki Neal,"RT @JoyceWhiteVance: You probably saw this season 3 plot twist coming-Russia hacked Burisma, where Hunter Biden was on the board, after the…","Ohio, USA",2020-01-14 16:37:13,neutral
The Resistance,"RT @vexedinthecity: Folks, it's only a few weeks away from the primaries and the Biden implosion that was predicted since last March hasn't…","Ashland, VA",2020-01-14 16:37:13,negative
⚖ Matt #Kamala2024/2028 🥀,RT @grantstern: @KHiveQueenB @MalcolmNance Biden/Harris has been the top consensus ticket I have heard from progressives and moderates fore…,None,2020-01-14 16:37:14,positive
gail brehm 🇺🇸,"RT @RubinReport: Good point. On Twitter Bernie supporters, usually anonymous genderless furries, are by far the worst people here. Regular…",None,2020-01-14 16:37:15,negative
Mikael Drobny,The entire Warren v Bernie thing is super problematic and only helps Donald Trump. Rich people want their campaigns… https://t.co/6z6zozCrmT,Indiana ➡️ NYC,2020-01-14 16:37:15,positive
SteveOvercash,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…","North Carolina, USA",2020-01-14 16:37:15,positive
Della 🙏🏻 ❤️ 🇺🇸,#Biden,Blocked by Cecile Richards,2020-01-14 16:37:15,neutral
SI SE PUEDE Y4N6 2020!,"RT @MorningConsult: NEW 2020 national tracking:

Biden: 29% (-2)
Sanders: 23%
Warren: 14% 
Bloomberg: 8% (+1)
Buttigieg: 8%
Yang: 5% (+1)
S…","Florida, USA",2020-01-14 16:37:15,positive
Jason Dean🌐,".@Lis_Smith 

You're the mastermind behind the Biden, Warren, and Buttigieg campaigns",None,2020-01-14 16:37:15,negative
Chris Hamilton/Comrade Botsky to ResistanceTrolls,RT @PatriotCat66: Wow if this is true there are going to be a lot of pissed off Bernie fans! 🤣🤣🤣 I hope Biden gets the nomination! He is a…,Surounded by Libertards,2020-01-14 16:37:16,positive
Author ((The Xhaxahka File)),"RT @RAMRANTS: In this clip, former Vice President Biden uses a candid moment to fondle the chest area of a little girl -- in front of her e…",New York City,2020-01-14 16:37:16,positive
🕵️‍♀️Thinkologist 💎✨💫✨,RT @Sun_Q_Tzu: Nice try.  Set up so The NY Times has a basis to refuse to publish evidence related to Hunter Biden’s pay for play from Ukra…,Planet Earth ,2020-01-14 16:37:16,positive
AllMoneyMatters,RT @lynnd87: @politicaljunkd1 @detroithrbarbie @kenvogel @nicoleperlroth @AllMattNYT The time frame does not add up. The Burisma investigat…,None,2020-01-14 16:37:16,neutral
RobertBandini,RT @MacBethSpeaks: #DemDebate #ITrustBernie https://t.co/9OFO3CBCN0,None,2020-01-14 16:37:17,neutral
Nationalist Phil ✝🇺🇸🇬🇧🇫🇷⛽🚕ن,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…",The Land of Flowers 🇳🇱,2020-01-14 16:37:17,positive
Frederick Joseph,"RT @iGObyJAY: ""Not only do black people continue inviting 'Uncle Joe' to the cookout, we don’t even mind that he’s showing up empty-handed.…",Frederickt.joseph@gmail.com,2020-01-14 16:37:19,negative
Deborah Lemieux ⭐️⭐️⭐️,"RT @dbongino: The NY Times and Kyle, on behalf of the Biden campaign and the Democrats, are desperately searching for a new “narrative” to…",None,2020-01-14 16:37:19,negative
Queen Jynx,Makes it easy to vote,"North Carolina, USA",2020-01-14 16:37:19,positive
⚖ Matt #Kamala2024/2028 🥀,RT @grantstern: @KHiveQueenB @MalcolmNance They are very well rounded together. It’s a reversed repeat of the Biden/Obama situation in 2008…,None,2020-01-14 16:37:19,positive
Medicare4All-Exp. Single payer,"RT @briebriejoy: While Bernie has worked to protect and expand social security, Biden has been trying to cut it for nearly half a century.…","Colorado, USA",2020-01-14 16:37:20,negative
TeagueMole87,@CDonatac Typically a VP pick helps the candidate in the VPs home state.  The Dems don’t need any help in CA. Harri… https://t.co/b834jFwBX8,"North Carolina, USA",2020-01-14 16:37:20,negative
🌴#MAGA #ISTANDWITHFLYNN,RT @JasonMillerinDC: Rand Paul to force vote on Hunter Biden testimony if GOP backs impeachment witnesses https://t.co/EqvHRCPWNl via @nypo…,"Destin, FL",2020-01-14 16:37:20,neutral
🔥#UnionStrong 🔥#Bernie2020🔥#BernieYellsForUs🔥,"RT @ZephyrTeachout: Biden’s earliest forays into Social Security cuts happened in 1984, when ... he co-sponsored a failed proposal with Rep…",The 813 to 407,2020-01-14 16:37:21,negative
🐝🐝bian Jacobs 🇺🇸🇺🇸🇺🇸,"RT @JTHVerhovek: NJ Rep. Tom @Malinowski endorses @JoeBiden

Another swing district, freshman Dem who is backing the VP, and the first New…","California, USA",2020-01-14 16:37:21,positive
Greg Matson,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:37:21,neutral
Nancy 🌻,"RT @julianzelizer: Even if Hunter Biden testified and admitted to wrongdoing, it has nothing to do with the impeachment. The articles are a…",None,2020-01-14 16:37:22,neutral
RED SKELTON'S PLEDGE OF ALLEGIANCE,"RT @Rwwatson: Joe Biden has been in office for 44 yrs

Chuck Schumer in office for 38 yrs

Nancy Pelosi in office for 32 yrs

Maxine Waters…",https://twitter.com/WhiteHouse,2020-01-14 16:37:22,neutral
Jessica Leigh 🥁🥁🥁,"RT @UniteCountryPAC: “We need a nominee who can calm partisan divisions, unify the country, and, once elected, rebuild our government insti…","Massachusetts, USA",2020-01-14 16:37:22,positive
SouthernMom®,"RT @sarahmucha: As tensions flare between his progressive rivals, @JoeBiden is trying to paint himself as the candidate above the fray in a…",NC and all parts South,2020-01-14 16:37:23,neutral
Dark Matter,RT @ZephyrTeachout: Sanders momentum in Nevada!!!,None,2020-01-14 16:37:24,neutral
Meghan McCain's Tears™,RT @krystalball: Sanders appears to have gained almost all of Kamala's former supporters in California. https://t.co/EeUMb5jMNg,Planet Earth,2020-01-14 16:37:24,neutral
❌Solen R. Yanda❌,"RT @mitchellvii: Good morning happy Trump family!

Will impeachment be quick with no witnesses, slow where both sides get some (and we call…","Wichita, KS",2020-01-14 16:37:24,positive
Lithuanian Man USA,Are u tweeting laying down..,None,2020-01-14 16:37:25,negative
Jilad,"RT @CHIZMAGA: Since the Democrats started the Impeachment process, two Terrorists have been killed, Booker, Beto &amp; Kamala all quit, Stock M…",United States,2020-01-14 16:37:25,negative
Gill,RT @briebriejoy: Why they're desperate. https://t.co/UkgWDVrRQd,None,2020-01-14 16:37:25,negative
Defiant Ms.E,RT @B52Malmet: Fancy Bear 2.0. Mueller warned us. Fiona Hill warned us. Here we are.,"Scotland, United Kingdom",2020-01-14 16:37:25,neutral
Randolph Gibbs 🇺🇸,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",Wisconsin,2020-01-14 16:37:25,neutral
Lady Di ⭐ ⭐ ⭐ Text TRUMP to 88022,RT @TomFitton: State Dept slow walking Biden Ukraine corruption docs.  @RealDonaldTrump @JudicialWatch https://t.co/qI4nZ9ir1V,"Kansas, USA",2020-01-14 16:37:25,negative
J R Ray,"RT @twin0830us: Rand Paul's warning shot to GOP Senators: If you side with Dems on witnesses, I'm forcing vote on Hunter Biden https://t.co…",None,2020-01-14 16:37:26,neutral
Anastasia Beaverhausen,@Tesscatbird Prove it? Hunter Biden was in no way qualified for that job. Job qualifications matter when nepotism i… https://t.co/NciqZCqQlZ,In Your Face!,2020-01-14 16:37:26,neutral
THERESA,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…","South Carolina, USA",2020-01-14 16:37:26,positive
Danny Boy,@DIorioNathaniel The Russians are holding back until he gets the nomination. https://t.co/DVD0DzEEgu,"Yorkshire, United Kingdom",2020-01-14 16:37:26,neutral
Drdave Anddee,"RT @ZephyrTeachout: Biden’s earliest forays into Social Security cuts happened in 1984, when ... he co-sponsored a failed proposal with Rep…",United States,2020-01-14 16:37:26,negative
⚖ Matt #Kamala2024/2028 🥀,"RT @KHiveQueenB: @grantstern @MalcolmNance Yes, he has connections she needs, and she can help him not look at the problems from and old as…",None,2020-01-14 16:37:27,positive
BlackWomenViews,Joe Biden should suspend his campaign during an impeachment trial? Y'all just be saying anything. But now we know M… https://t.co/WfpExQFfq8,"Washington, DC",2020-01-14 16:37:26,neutral
🔥🔥Bernie or I'm voting Green!🔥🔥 🇺🇸🌹🦅,"RT @ZephyrTeachout: Biden’s earliest forays into Social Security cuts happened in 1984, when ... he co-sponsored a failed proposal with Rep…","Hershey, PA",2020-01-14 16:37:27,negative
Keith Almeida,RT @B52Malmet: Fancy Bear 2.0. Mueller warned us. Fiona Hill warned us. Here we are. https://t.co/MBXpURnx4R,Connecticut,2020-01-14 16:37:27,neutral
⚖️ Don't VBNMW me today or ever⚖️,"RT @USA_Polling: Democratic Primary Super Tuesday Polling:

Biden: 28%
Sanders: 23%
Warren: 15%
Bloomberg: 9%
Buttigieg: 7%
Yang: 5%
Klobuc…",None,2020-01-14 16:37:28,positive
Charley Takaya ⭐️⭐️⭐️⭐️⭐️ 🇺🇸,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…",USA,2020-01-14 16:37:29,neutral
Anastasia Fennec,@shermham @richbiev @AntiheroCepero @joshuabonetpr @RachelPopp7 @ewarren It makes no sense to blame her. It's so un… https://t.co/Ckw8L1AyYZ,"Washington, DC",2020-01-14 16:37:27,neutral
#BeTheMedia,"RT @ThiaBallerina: I mean, what was going through Liz’s bobbling head to think she could drag Bernie and our base would run to her? It’s al…",None,2020-01-14 16:37:29,negative
Six Degrees,RT @JoyceWhiteVance: The reaction to this seems to be almost universally like mine. No one is surprised. Instead of the shock &amp; outrage eve…,Deep South!,2020-01-14 16:37:29,positive
Ferris Fueller,"RT @RubinReport: Good point. On Twitter Bernie supporters, usually anonymous genderless furries, are by far the worst people here. Regular…",None,2020-01-14 16:37:29,negative
Villano音乐国际,RT @_michaelbrooks: Absolutely. I’ve never understood why people were so confident about her backing Sanders after she drops out,Miami,2020-01-14 16:37:29,positive
Ryan Malis,RT @GamerPres2020: Joe Biden knows he's going to lose his lead and now he's just going to camp out in Hyrule Fight Club while Bernie and Wa…,"Atlanta, GA",2020-01-14 16:37:29,neutral
🦋Chloe 🕊📝📖🗽🎨🐈🐬🌊,"RT @d1nomite: @CharlotteAlter I agree with the exception of Castro.  He took a ton of heat for a totally normal, if sharp, debate exchange…",United States🇺🇸,2020-01-14 16:37:30,positive
I’M A TRUMP CULT MEMBER~Text TRUMP to 88022 🇺🇸❤️,"RT @dbongino: The NY Times and Kyle, on behalf of the Biden campaign and the Democrats, are desperately searching for a new “narrative” to…",United States,2020-01-14 16:37:31,negative
Tallfish🌹,"RT @inspiteoffires: Here's a facts-only, mostly positive thread contrasting Bernie Sanders and Joe Biden that I hope will be useful in your…","Astoria, Queens",2020-01-14 16:37:31,positive
Christine,@JacquesDupuis6 WTH are you babbling now? Trump is the one who said he shouldn't be investigated not Biden FOOL Wha… https://t.co/qVHWHJ5HoO,"Las Vegas, NV",2020-01-14 16:37:31,neutral
Melissa🇺🇸⭐⭐⭐,"RT @RubinReport: Good point. On Twitter Bernie supporters, usually anonymous genderless furries, are by far the worst people here. Regular…",Tennessee ,2020-01-14 16:37:32,negative
MAGA🇺🇸Mitch🇺🇸1024/1024 IFBP,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…",None,2020-01-14 16:37:32,neutral
Your Neighbor,"Joe Biden is drawing huge crowds with his corny no malarkey tour?

CNN would have you believe his poll numbers are… https://t.co/HphfnH5f6j","Utah, USA",2020-01-14 16:37:33,positive
Espo,RT @AndrewBatesNC: NEW AD: Donald Trump is terrified of running against Joe Biden. See if you can count how many times he says his name. ht…,"Pennsylvania, USA",2020-01-14 16:37:33,positive
if evolution is outlawed...,"RT @thatsmyThucents: Why is @AndrewYang not on stage again? Oh, yea, because the @DNC, @TheDemocrats, and @TomPerez decided that the voices…","Thibodaux, LA",2020-01-14 16:37:33,neutral
Joseph T Johnson,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:37:33,neutral
David Knowles,"RT @mmurraypolitics: Bernie &amp; Co. are on the attack. 

Jeff Weaver issues a tough statement on Biden.

Nina Turner pens an op-ed blasting t…",northern california,2020-01-14 16:37:33,negative
secret stranger. brexitparty,RT @gsugrad2001: FINALLY! @RandPaul is calling out @MittRomney and other GOP members for siding w/Dems on calling witnesses. Calling Hunter…,"Gods County East, England. ",2020-01-14 16:37:34,negative
Stephen Jones,"RT @ChanelRion: RUSSIA HOAX II: HERE WE GO AGAIN...

New York Times' NEW hoax starts like the Steele Dossier lie; nefarious speculation ove…","Miami, FL",2020-01-14 16:37:34,positive
Llaaryyy-2,"Any one in NY can now rob someone, get arrested (a formality) and be released without a cash bond to go repeat the… https://t.co/mGKwFtwujN","Tulsa, OK",2020-01-14 16:37:34,neutral
