tweet,sentiment,polarity_score
RT   Is THIS shyyyyyt FO' REAL .....WTF?? #PAYAttentionAmerica #GUTTERStyleCHIC #FCKtrump  ,positive,0.2
"RT  Identifying the Rats in our party.  ! Trump Nation , as it relates to America 1st Agenda is  a....  #Patriots…",neutral,0.0
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 President Trump will make America great again! #AmericaFirst #MakeAmericaGreatAgain #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 ,positive,1.0
"News conference on Trump's new travel ban, in less than three minutes ",negative,-0.015151515151515152
RT  Just to be clear...  Obama inherited a mess  Trump inherited a dream...and still can't deliver #TrumpRally,negative,-0.037499999999999985
Public trust vs Trump. LOL ,positive,0.4
RT  WaPo Poll Reveals Trump Would Still Beat Clinton By 43%  ,neutral,0.0
McCain's rift with Trump over Yemen splits Arizona delegation  ,neutral,0.0
RT  PRESIDENT TRUMP WANTED US TO WATCH THIS TONIGHT. IS HE TRYING TO TELL US SOMETHING? #MAGA ,neutral,0.0
Trump says nominees doing a ‘great job’ of expressing their views  ,positive,0.8
Trump defends Bill O’Reilly: ‘Good person’ who ‘shouldn’t have settled’ sex suits  ,positive,0.7
RT  .  Trump will start wars on Twitter.,neutral,0.0
ACLU Seeing Trump-Era Surge In Members And Donations  ,neutral,0.0
RT  I am one of many Americans calling to Impeach Trump! Let's keep this going and RT please #DontheCon #TheResistance ,positive,0.625
"RT  The greatest irony of the Trump/Russia conspiracy theory is that it has succeeded in taking down the liberal media, NOT Trump…",positive,0.4222222222222222
RT  Maine lawmaker's shocking anti-#Trump Facebook rant draws outrage ,negative,-1.0
"South Carolina primary: Donald Trump wins as Ted Cruz, Marco Rubio battle for second  #politics",positive,0.2333333333333333
President Assad: #Syria is ready to co-operate with Donald #Trump  ,positive,0.2
Trump on Cruz: 'This guy is sick'  #politics,negative,-0.7142857142857143
"Trump says the weapons used in the Parkland shooting were bought on the  ""black market,"" which is not true and demonstrates that Trump does not  understand the rudimentary facts of what happened  ",negative,-0.17083333333333334
"RT  Nothing says ""non-Russian"" like an unverified claim of being American plus an admission you made a botnet for Trump back…",neutral,0.0
Trump Plan for Dodd-Frank May Get Preview from Hensarling: KBW  #politics,neutral,0.0
RT  Someone tell  to stand up when he speaks at the podium.   #KillTheBill #FireRyan #TrumpCare #draintheswamp http…,neutral,0.0
"RT  I am a black woman, educated (BA,MBA), independent thinker. I support Trump. 🙋🏽  #Trump2016 #…",negative,-0.08333333333333333
Trump blames Democrats for government shutdown threats ,neutral,0.0
RT  Donald Trump’s Worst Deal   #KremlinCohorts,negative,-1.0
"RT  Trump's speech @ CIA and Spicer's follow up give perfect material for ""DESTROYED the lying media"" heds u will soon see…",positive,1.0
RT  Ruth Buzzy Ginsberg will be the next Justice Trump will replace!!!!  I can't wait for that!! ,neutral,0.0
RT  💥💥 #PresidentElectTrump   ABSOLUTELY MUST WATCH   Today there is hope for the American people.   We will #MakeAmericaGreatA…,positive,0.1
RT Herbert_L_Reed: Scramble faster &amp; harder! Help realDonaldTrump. ,negative,-0.125
RT   RT  Massachusetts GOP governor didn't vote for Trump  ,neutral,0.0
Trump accusers Natasha Stoynoff  Rachel Crooks  Cathy Heller  Kristin Anderson  Summer Zervos  Mindy Macgillivray  Jill Harth  Jessica Leeds  Temple McDowell  Karena Virginia  Jennifer Murphy  Ninni Laaksonen  Jessica Drake America needs to listen to these silence breakers #MeToo,neutral,0.0
"""I had a very short list &amp;  was always on that short list.""  explains why she strongly supports Pres Trump. #CNNLeaks ",positive,0.14444444444444443
"RT  Despite Rise of Trump, Dems Go Hard Left Under New Leadership -  #tcot #tlot",negative,-0.051767676767676775
RT  One thing I know - Donald Trump walking into Miss TEEN USA changing rooms with naked teenage girls in them makes him a pedop…,neutral,0.0
"Sessions' resignation, Trump-Russia commission needed: Darcy cartoon  ",neutral,0.0
RT  Hillary will vet refugees exactly how she vetted #AliciaMacado!  Let this sink in!  #TRUMP #MAGA #NeverHilary   ,positive,0.390625
JUSTICE! Woman in Viral Photo Giving Trump Motorcade the Middle Finger FIRED!  via ,neutral,0.0
How Donald Trump’s name wound up on a plane flying over the Mexican border  #politics,neutral,0.0
RT    It's seems Julian is siding with Trump.... maybe for his freedom.,neutral,0.0
Trump's deputy national security adviser won't say whether she's being redeployed to Singapore ,neutral,0.0
RT  ‘Only China can help Philippines’: Duterte turns to Beijing as rift with US widens #Trump2016 #TRUMP2016 #MAGA #2A https:/…,neutral,0.0
We're gonna party like it's 1899 #TrumpCampaignSlogans,neutral,0.0
This is on Donald Trump and Fox News’ hands: Now their war on #blacklivesmatter draws real blood - salon:... ,positive,0.2
Even Jesus is ashamed of Trump.. ,neutral,0.0
RT  Clap along if you feel like Trump without a wig #TrumpenASong ,neutral,0.0
RT  Trump hasn't even been sworn into office yet but he has already done more in the last month than Obama has done in the last 8…,positive,0.16666666666666666
RT  The media won't share this #Trump accomplishment list so that leaves it up to you! #TrumpTrain #MAGA #AmericaFirst htt…,neutral,0.0
RT  Build that wall says two Trump supporters ,neutral,0.0
RT    We don't care bout locker room chest pounding. This proves #Trump is a normal MAN!  https:/…,positive,0.24375
RT  UMMM CALIFORNIA IS IN TROUBLE THE TOP TWO RULE WILL DISALLOW ANY TRUMP VOTE ,positive,0.15
These Florida Politicians Are Not Attending Trump’s Inauguration  ,neutral,0.0
"RT  Delta CEO on ""Hillary Bitches"" Trump-supporting passenger: ""He will never again be allowed on a Delta plane."" ",neutral,0.0
Trump: Even cheating spouse shouldn't stop Iowa caucus-goers  #politics,neutral,0.0
RT      #Veterans Domestic Conspiracy that gave Trump Election is In Plain Sight.…,negative,-0.10714285714285714
"RT  ""Love trumps hate"" = I have limited mental faculties and cannot counter your argument, so I will associate myself with an…",negative,-0.11785714285714285
"RT  Dems Forget Epitome of ""Obstruction of Justice"" was Clinton and Lynch  #TrumpTrain #MAGA #Trump",neutral,0.0
RT  To all our new Trump supporters with small accts -- YOUR VOICE MATTERS! RT all the good pro-Trump tweets you see! Get our…,positive,0.23295454545454544
"Dr. Martin Luther King’s niece, Alveda King: “President Trump is not a racist and  calling him a racist is outrageous and unjust. There are  countries in Africa that are indeed hellholes.”   Before Trump ran for president he was celebrated in the black community! ",negative,-0.28611111111111115
"RT  Trump Transition Team Demands List of Every Executive Order Obama Made on Immigration, Assets to Build Border Wall:… htt…",neutral,0.0
RT  Paul Ryan Camp Linked to Trump Tape Dump–Is the GOP Trying to Get Rid of Donald?  GOP cares not what…,neutral,0.0
RT  Trump Supporters Claiming Christianity: An Oxymoronic Slap In The Face Of Jesus  via ,neutral,0.0
RT  Commission urges Trump to declare emergency over #opioid crisis ............    ,neutral,0.0
US missiles blast Syria; Trump demands 'end the slaughter'  ,neutral,0.0
"RT  WOW-Watch  tell us his Latino family is voting Trump (Dang,I want 2 hang out w/them!) #LatinosWithTrump😎 ",neutral,0.0
What Ted Cruz sees as a YUGE victory in Iowa is really insignificant. This is why....   #Trump2016 #tcot #ccot,positive,0.2
Judge Napolitano Was Right! Obama Used British Intelligence to Spy on Trump ,positive,0.17857142857142855
RT  ICYMI - Former CIA Intel Officer: Wiretapping Scandal Against Trump Is 'Orders Of Magnitude' Worse Than Watergate http…,negative,-0.2
RT  TRUMP +32 IN FL... ,neutral,0.0
NBC News' Lester Holt Interviews Donald Trump  ,neutral,0.0
"Maxine Waters goes after Ben Carson for Trump's latest Puerto Rico tweets. Yes auntie, keep your feet on their necks! 🙌🏿 ",positive,0.625
RT  Hundreds of #PrayerWarriors Descend on Washington to Provide #Prayer Shield for Donald #Trump  ,neutral,0.0
"RT  Trump's pick for Amb to Israel has said Jews who back 2-state peace deal ""worse than…Jews who turned in fellow Jews in Na…",negative,-0.2
RT  #ProbableTrumpsTweets I am appointing Charlie Sheen as my head of the FDA.  His research into Tiger Blood is second to n…,neutral,0.0
RT  Trump's hairstyle #ThingsYoucantIgnore,neutral,0.0
RT  This is what  looks like. These are the people who want Trump to be our leader. He/them must be punished. h…,neutral,0.0
#PodestaEmails34 just happened. Get to digging! #MAGA #draintheswamp #HillaryForPrison #TrumpForPresident,neutral,0.0
RT  Trump proclaims May 1 as 'Loyalty Day'  ,neutral,0.0
RT   In Summary: Donald Trump is going to go make deals in Washington DC and get it done Its not his stick to…,neutral,0.0
A Maine woman says that she would rather go to jail than take down her sign in support of POTUS Trump #FridayFeeling ,negative,-0.1277777777777778
RT  An easy way for Trump to cut the deficit is to replace Medicare with Jared Kushner,positive,0.43333333333333335
RT  3 Women Face Charges After Being Caught Stealing Dozens Of Trump Signs  ,neutral,0.0
Republicans go at each other without front-runner Trump,negative,-0.125
At least Trump isn't a dirty cop like Mueller!  Rosenstein must be fired! ,negative,-0.61875
RT  NYT report confirmed by CNN indicate that President Trump forced a drunk driver to crash an automobile into pedestrians…,negative,-0.13333333333333333
"Clinton, Trump exchange racially charged accusations  #politics",neutral,0.0
RT  Only lobbyists &amp; special interests will get richer undr Clinton. #WakeUpAmerica #TrumpPence16 #DeplorableLivesMatter https…,positive,0.17857142857142858
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 President Trump will make America great again! #AmericaFirst #MakeAmericaGreatAgain #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 ,positive,1.0
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 President Trump will make America great again! #AmericaFirst #MakeAmericaGreatAgain #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 ,positive,1.0
"RT  All you Libs who call Trump hitler and a Nazi, meet George Soros the guy funding the women's March.Hillarys backer. ",neutral,0.0
RT  So you're attempting 2make a martyr out of a Soros paid anarchist who went there to beat up Trump supporters &amp; bragged about i…,neutral,0.0
RT  I cancelled my Wall Street Journal subscription because editors refuse to call Trump a liar when he clearly lies:  ,positive,0.10000000000000002
"RT  Prediction: The Trump administration will appoint Alan Dershowitz to the Supreme Court, with bipartisan support",neutral,0.0
RT  So Trump basically overthrew the American government using our elections &amp; teamed up with our greatest adversary to do so. Got…,positive,0.5
Montini: Trump's golf outings also are pricier than transgender troops  ,neutral,0.0
Trump support rally sights and sounds  ,neutral,0.0
"RT   now resorting to flat out LIES about #healthcare; hoping the ""poorly educated"" blindly follows. #ACA #TrumpCare",negative,-0.30833333333333335
RT  Travelers Stranded and Protests Swell Over Trump Order -  ,neutral,0.0
"Gary Johnson lays out Libertarian agenda, blows kiss to Trump  #politics",neutral,0.0
  GO TRUMP! ,neutral,0.0
RT  Mika describes a candidate. Trump thinks it's him. It's actually  ,neutral,0.0
RT  HAVE AMERICANS HAD ENOUGH YET? Anti-Trump Protesters Block Ambulance With Critically Ill Patient Inside [VIDEO] ,negative,-0.25
RT  Kathy Griffin claims she was bullied by the Trump family | Daily Mail Online. Bullshit. She is the bully  ,neutral,0.0
RT  BREAKING : Trump Officially Signs New Immigration Order  #maga #trumptrain #trump2016,positive,0.13636363636363635
"RT  🇺🇸🇺🇸 #PresidentElectTrump  It's such a huge relief knowing #PresidentTrump will build the Military strong again,  save jobs…",positive,0.18333333333333335
RT  Trump has worked for the USA for a month and things are improving. I have great hopes for his first term. Thank you sir.…,positive,0.525
Poll: Trump jumps out to big lead in California primary  #news,positive,0.2
"RT  Texas judge stops Obama: yay, federalism  Hawaii judge stops Trump: we do not recognize interlopers from the Pacific outp…",neutral,0.0
RT  Jeffrey Lord says his role at CNN is to be a lawyer &amp; defend Trump rather than be intellectually honest ,positive,0.6
Preet Bharara: 'Absolutely evidence' to begin an obstruction case against Trump ,positive,0.2
Trump says NFL should have SUSPENDED Kaepernick the first time  via ,positive,0.25
"Trump pans TV host’s look, brains: Republicans plead, Stop!  ",neutral,0.0
RT  Latino (67%) Asian (62%) &amp; Black (59%) Millennials: Life 4 whites 2 improve in #TrumpEra   .,negative,-0.08333333333333333
"RT  Ben Carson calls Trump supporters ""zombies"": ""You just hope that something will happen to wake people up"" ",neutral,0.0
"RT  Dear #BlackLivesMatter: If you act in life as you acted at the Trump Rally, it ain't the white man who's holding you back,…",neutral,0.0
RT  Hillary Clinton Celebrates Trump’s Loss In Court With A Three-Character Tweet ,neutral,0.0
"RT  BOOM: Trump axes Obama’s use of ‘ISIL’ which was a not so subtle dig at Israel’s destruction – now it's ""ISIS"" ",negative,-0.3333333333333333
#TrumpBecause a bunch of #Toothless #candidates trying to bite #DonaldTrump and at list one with #Alzheimer's symptoms 👀👂,neutral,0.0
"#TopNews Top U.S. general, without citing Trump, warns on troops' morale",positive,0.275
RT  Remember when democrats were encouraging Trump to run cuz they were sure he would lose? ,positive,0.5
RT  #Latest  Electoral Map (270 EV Needed):  Trump 243 Clinton 242  ,positive,0.5
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 President Trump will make America great again! #AmericaFirst #MakeAmericaGreatAgain #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 ,positive,1.0
"RT  Antifa Running Toward Trump March, Clashing with Philly Police ",neutral,0.0
#BadMonsterMovies   They Saved Trump's Brain,neutral,0.0
"RT  It's chilling to think Twitter, while claiming to support free speech, would ban Ricky Vaughn (a prominent Trump support…",positive,0.13333333333333333
Election furor continues with protests outside of Trump Tower  ,neutral,0.0
"Donald Trump: ""Safety for all citizens is paramount to both the United States and to Mexico."" ",neutral,0.0
"Puerto Rico mayor breaks down: Trump officials are ""killing us. We are dying here."" ",negative,-0.15555555555555559
"""I'd tell him, 'ISIS wants to get you.'"" -- #DonaldTrump on what he'd say to   or aliens ",positive,0.2
"Donald Trump's first 6 months: McCain, Flake helped shape early agenda  ",positive,0.175
'Jew-S-A' chanter at Trump rally goes viral again  #politics,neutral,0.0
RT  #ThingsMoreTrustedThanHillary =   #ThingsMoreTrustedThanTrump =  ...everything,neutral,0.0
#politics Trump's vile slap at McCain insults all veterans,neutral,0.0
". ""#TrumpEnMexico Gamble a Huge Win for Donald Trump"" ",positive,0.6000000000000001
RT  Most Ppl don't know but lots of #TrumpTards are following  Ppl so many of them that trust me it brings them htt…,positive,0.3333333333333333
"RT  Thanks so much, very kind. Thank you for all of your hard work &amp; determination in helping PE Trump win the beautiful state…",positive,0.4676666666666667
RT  #TrumpsFavoriteHeadline The US deports 7 million people,neutral,0.0
"RT  Protesters are chanting ""Shame, Shame, Shame"" at Trump Tower  But if you listen real carefully you can actually hear Tru…",negative,-0.07500000000000001
RT  Politico reporter Julia Ioffe fired after tweeting Trump “F*CKS His Daughter.” Today she was given her own show on CNN.,positive,0.6
Netanyahu to meet with Trump on Dec. 28 in Jerusalem ,neutral,0.0
RT  Here we go again. More Russian conspiracy theories from the Democrats.  Russia and Trump #MorningJoe No One Trusts the…,positive,0.25
RT  Falwell praises Trump: There's a 'good spirit in America' ,positive,0.7
"Trump on response to Las Vegas shooting: 'What happened is, in many ways, a miracle.' ",positive,0.5
RT  I hope gold prices go up so I can make money selling the Gold Codes I just got.  #ProbableTrumpsTweets,neutral,0.0
"RT  EU Ratifies Climate Treaty To Preempt Trump, Force Austerity On USA  ",neutral,0.0
Trump's parade of retired generals raises questions  ,negative,-0.25
RT  Plenty of people never wanted Trump. Still don't. But keep calling them Trumpkins because they won't vote Hillary or McMulli…,neutral,0.0
Clinton campaign releases parody ad for Trump University  #politics,neutral,0.0
Trump Says He’d Accept ‘Clear’ Result After Stoking Doubts  #politics,positive,0.10000000000000002
"Poll: Far more trust generals than Trump on N. Korea, while two-thirds oppose preemptive strike ",positive,0.3
RT  Trump knows all of this: Muslims and US doing deals.   Saudi billionaire Prince Alwaleed doubles stake in Twitter. https…,neutral,0.0
RT  11 Battleground States Where Trump Is Outperforming Romney |      ,neutral,0.0
RT  Investigative journalists will be the ones who save this country. The  chose corruption. #Maddow #TrumpRussia https…,neutral,0.0
Trump is a disgusting piece of human trash. I miss Obama so much... ,negative,-0.26666666666666666
RT  NARRATIVE FALLS APART: Two bombshell things we learned about the Trump surveillance on Friday ,neutral,0.0
RT  The Trump Effect! Another WIN for Nationalism as Italy’s Globalist Prime Minister Concedes Defeat ,positive,0.8
RT  Rachel Maddow not only proved she an idiot but also that Trump paid more taxes than her liberal idols  #MAGA ,negative,-0.10000000000000002
RT  Top conservative twitter account  has been suspended! Twitter continues to censor Trump Supporters! ,positive,0.78125
RT  ‘A Sense of Dread’ for Civil Servants Shaken by Trump Transition - The New York Times ,positive,0.13636363636363635
Trump wants to get rid of an Obama-era rule that helped give women equal pay for equal work. Disgraceful! ,positive,0.06666666666666667
RT  Neocon account admits they have been paid to make hitjobs on Trump supporters ,neutral,0.0
RT  “Are they a single parent of 3 children that may need money for food?”  looks at the Trump U playbooks: https:/…,negative,-0.07142857142857142
"RT  WASH POST PAGE ONE MONDAY:  Amid immigration setbacks, Trump strategy of 'fear' is working... ",neutral,0.0
"RT  Fake news coverup to discredit Trump's future anti-ISIS. Idiot CNN, NyTimes are in bed with terrorists! #maga #americaf…",negative,-0.5
RT  Netanyahu's Son Just Made Emotional Address About Barron Trump - Millions In SHOCK  true.,positive,0.175
RT  Big league--&gt; #TrumpWON via  ,neutral,0.0
Trump Tower briefly evacuated because of suspicious package that didn’t pose a threat  ,neutral,0.0
RT  Trump Administration's First Immigrant Detention Center Goes Up in Texas ,positive,0.075
#politics Rev. Al Sharpton sees Donald Trump as the white Don King,neutral,0.0
Stop covering President Donald Trump's tweets  ,neutral,0.0
"Reps. Ann Wagner, Rodney Davis withdraw support, urge Trump to pull out of race ",neutral,0.0
#politics GOP establishment plans Trump takedown,neutral,0.0
RT  Trump’s New Marching Orders for the GOP ,positive,0.13636363636363635
#anche Will Media Apologize to Trump for CONDEMING his “Fire and Fury” Comments?  #aamy ,neutral,0.0
How Merriam-Webster Keeps Focus on Truth in Trump Presidency  ,neutral,0.0
"RT  Sure Jeff Sessions has lied three times, but that's like before lunch for Trump.",positive,0.5
"Rise of 'racist' Trump shows democracy is scary, China paper writes  #politics",negative,-0.5
RT  #ICelebrateTrumpWith the belief that most of people are just stupid and there is nothing to do about it,negative,-0.14999999999999997
"History of Trump W.H. communications directors:   Sean Spicer: January-March 2017    Mike Dubke: March-June 2017    Spicer: June-July 2017    Anthony Scaramucci: like 10 days in July    Hope Hicks: August 2017-February 28, 2018",neutral,0.0
RT  Very proud of  for not engaging this idiot!  He's beneath you and beneath the office.  💯👍😅  #MAGA #TrumpEffect…,negative,-0.06666666666666665
"Cruz calls for ‘clean repeal’ of ACA if Senate talks fall apart – aligning him with Trump, not McConnell ",positive,0.3666666666666667
RT  🚨 #ShepSmith’s  Fans Are Calling For His Dismissal After He Attacked #Trump  On TV   #Loser #FireHim #Trump   ,neutral,0.0
#andris SHOCK VIDEO : CNN Analyst Predicts the Government Will KILL Trump  ,neutral,0.0
"#TrumpBecause A pro looks at the people, because they know business is about people 👬👭💀",neutral,0.0
RT  BREAKING : Former Bush Official Confirms Donald Trump #wiretap  #ObamaGate #LockHimUp #WhoSecuredWarrant #WireTapping…,neutral,0.0
RT  TRUMP IS A TREASONOUS TRAITOR WHO WAS FRAUDENTLY ELECTED.,neutral,0.0
"RT  Nunes confirms that Obama did NOT order a wiretap of phones in Trump Tower. Incidental, legal surveillance happened after…",positive,0.2
"9 yo boy BANNED from school for wearing a Trump hat for causing liberals ""negative emotions"".  Please spread🔁 This is real discrimination! ",negative,-0.024999999999999994
"Stormy Daniels reveals that, should she win her case, she plans to donate the $130,000 to Planned Parenthood in Cohen and Trump’s names ",positive,0.8
New Orleans shouldn't give in to Trump's bullying on immigration  ,positive,0.13636363636363635
Trump to host Italian prime minister on April 20 ,neutral,0.0
RT  So true. We should trust Trump on this.  #SyriaStrikes  #FridayFeeling ,positive,0.35
"RT  #TheFive I hope Trump steps hard on the leftist media some how , and people start to being tuff with the media instead of g…",negative,-0.17083333333333334
RT  Trump tells black reporter to set up a meeting for him with Congressional Black Caucus. You know not all black folks know ea…,negative,-0.16666666666666666
No more fans #TrumpCampaignSlogans,negative,-0.25
RT  Iwanka Trump getting felt up in front her Dad by a guy who runs hookers from Turkey  ,neutral,0.0
"RT  Trevor Noah destroys Tomi Lahren. Part 2. 'Just because Trump has supporters from KKK it doesn't mean he is in the KKK,' y…",negative,-0.3125
President Trump is about to receive a blizzard of postcards  ,neutral,0.0
"Trump, Clinton press closer to general election showdown  #news",positive,0.05000000000000002
RT  Todd got Donald Trump to admit that you can't believe anything Trump says because everything is negotiable.,neutral,0.0
"RT  ""I’ve had more personal time with Trump in two months, than I had with Obama in eight years."" -   #MAGA…",positive,0.25
#ProbableTrumpsTweets Cheese tastes better when it comes from a block! Make America Grate Again!,positive,0.78125
Why do evangelicals prefer Donald Trump to Hillary Clinton? ,neutral,0.0
"Meals on Wheels feeds 500,000 veterans every year. So that's how Trump puts America first? #budget",positive,0.25
The unmistakable anatomy of a President Trump flip-flop ,neutral,0.0
Trump Urges Surrogates to Rev Up Attacks on Judge  #politics,neutral,0.0
RT  Ted Cruz Loses Support After Siding With Violent Leftists Over Donald Trump.             ,negative,-0.55
RT  BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump ,positive,0.0625
RT  Wasn't long ago  was warning about the danger of the 1000's who lap up Trump's lies. We see you  ,negative,-0.05
RT  I quoted another retweet earlier how do people know that #TRUMP does not have any evidence just because he's not produ…,neutral,0.0
RT  #SethRich was killed for the DNC LEAK. DNC Tried to blame Russia for the hack! #ThingsTrustedMoreThanTrump #AmJoy #Saturda…,negative,-0.25
"Trump has taken credit for a #StockMarket surge now he avoids to take responsibility for the fall. President without accountability, credibility and trust is the worst one but he is also a traitor that should be impeached #ImpeachTrump",negative,-1.0
#ICelebrateTrumpWith great expectations,positive,0.8
"RT  And by the way, to say you cannot endorse Trump but will vote for him is the essence of cowardice.  ",neutral,0.0
RT  #IWantCreditFor making it out of the bad side of Chicago as a young poor black woman. - Melania Trump,negative,-0.29166666666666663
Man arrested for punching anti-Trump protester is an Air Force member,neutral,0.0
"RT  Trump made Ivanka an assistant, Kennedy made Bobby attorney general  by  ",positive,0.05000000000000002
RT  Morning #TrumpTrain!  One day closer!,neutral,0.0
"RT JoeRodr36477397: Will the AG jeffsessions finally go after the ANTIFA terrorist groups sponsored by George Soros, or after Trump support…",neutral,0.0
RT  ‘He did touch my vagina through my underwear.’ — The 16 women who accused Trump of sexual assault are telling their story…,positive,0.5
"RT  Have you been trying to figure out what is with my supposed ""Trump endorsement""? Find out what really happened: ",positive,0.2
RT  Monmouth U poll echoes NBC/WSJ. Big Clinton lead  Clinton 50 Trump 38,neutral,0.0
RT  Those #ChildrenThinkThat they don't actually have to think before they say anything become Donald Trump when they grow up,neutral,0.0
RT  Smh.  We have to better as a country to survive this Trump presidency. This crap is out of control. This is America not R…,negative,-0.15000000000000002
Federal appeals court refuses to reinstate Trump travel ban  ,neutral,0.0
RT  #Google Inaccurate #Trump Results #Bing #DuckDuckGo Much Better #fboLoud #tcot #maga #AmericaFirst #Patriot #ycot ,positive,0.5
"Ad of the Week: Donald Trump’s ‘Movement’ Ad: Positive Message, Subtle Dig  #news ",negative,-0.053030303030303025
RT  #ItsTimeToPanicWhen Trump.....Anything Trump.,neutral,0.0
Denver City Council decries “drastic cuts in safety net programs” under Trump budget proposal  ,neutral,0.0
"RT  No, Obama is gone Trump doesn't have to do anything Barack started. You know he's DOUBLING islamic refugees,as well? h…",neutral,0.0
"RT  So by #Trump's logic, for the Slave Trade he believes there was blame for #BothSides, the #Slavemasters and the #Slaves. #Im…",neutral,0.0
"""President Trump isn't all-talk-no-action. He's done more in 45 days than Obama did in eight years."" ~  ",positive,0.5
"RT  WASHINGTON-SAUDI FOREIGN MINISTER SAYS TRUMP'S SCHEDULED VISIT TO SAUDI ARABIA IS HISTORIC ""BY EVERY MEASURE""",negative,-0.0625
"Clinton, Trump trade insults  #politics",neutral,0.0
RT  I have 60 anonymous sources that say Trump is a secret alien from another dimension. Why isn't Rachel Maddow parroting my cl…,negative,-0.325
"RT  Okay, let's see. At a rate of gaining one per day, Hillary will have caught up to Trump in 63 years.  She's almost ther…",positive,0.5
"RT  ""The Trump Dossier Puts the Deep State in Deep Doo-Doo"" Trump will go after the Intelligence Community.  ",neutral,0.0
RT  Ivanka’s kids perform for China’s President Xi Jinping; watch proud mom and grandpa Trump beam  ht…,positive,0.8
RT  How many times do u idiot liberals need 2 B told there was no collusion btw Trump/Russia b4 u blve there was no collusion btw…,negative,-0.15000000000000002
RT BeckyPeteson: dretiquette MISTERE57295793 BarbMuenchen AlwaysActions Veteran4Trump NetworksManager ChristieC733… ,neutral,0.0
RT  Trump Organization kept Iranian bank as tenant for 4 yrs after US listed bank as an Iran state-controlled entity https:/…,neutral,0.0
RT  The Trump campaign says it's sold more than half a million #MAGA hats  ,positive,0.16666666666666669
"RT  Trump Attacks CNN, Fox, &amp; NBC During SECOND Wild Twitter Meltdown Today (TWEET)  ",positive,0.05
RT  Celebrities Call For ‘Total Hollywood Strike’ Until Trump Resigns ,neutral,0.0
Macy's dumps Trump in continued fallout over immigration statements  #news,neutral,0.0
"RT  NEW w/  After Trump's Twitter rebuff, Republicans drop effort to weaken congressional ethics board https:…",positive,0.13636363636363635
RT  Please meet Robin! This is her first time volunteering. She's all in for    #Trump2016 #Virginia #LeadRi…,positive,0.25
RT  #Trump projected to win #Utah    #ElectionNight  #2016Elections ,positive,0.8
"RT  Trump and his cabinet represent a new era in America. Leadership with real world experience, not political #Trump ",positive,0.11212121212121212
RT  Prez Trump declares May 1st as Loyalty Day” It's a special Dy 4Ppl 2reaffirm their loyalty 2US &amp; 2recognize the heritage o…,positive,0.35714285714285715
RT IngrahamAngle: CNN’s Don Lemon Says Those Who Support Trump Admin Are ‘Complicit In Their Racism’ ,neutral,0.0
RT  Jim Brown on Why He's 'Pulling for' Trump: 'He Is Going to Be for All the People' #MAGA ,neutral,0.0
"RT  Yes, President Trump is going to cut taxes. Yes, President Trump will pay for it by getting rid of waste &amp; incompetence plagu…",negative,-0.2
RT  #Trump says he doesn’t see how #Hillary can run a credible campaign after comments she made about his supporters. https…,positive,0.4
"Mike Pence, Trump's running mate, headed to N.J. next week ",neutral,0.0
RT  Nobody is fooled by #DonaldTrumps feigned ignorance abt who #DavidDuke OR the #KKK is! GIVE US A BREAK #TheView #DumpTrump #V…,neutral,0.0
RT  Britain and France snub EU’s emergency Trump meeting  via ,neutral,0.0
#politics Trump Calls New Hampshire Paper 'Pile of Garbage',positive,0.13636363636363635
RT  so Jared Kushner--Trump's foreign policy pt person--is in DEAL TALKS with this company. Unreal (via  ,negative,-0.125
This is huge! Pro-Clinton group Fusion GPS  was reportedly behind Russian dossier on Trump. ,positive,0.03333333333333336
RT  Get out-VOTE Be a part of bringing back traditional American values  #MAGA #VoteTrump #2A  🎥 https:…,neutral,0.0
RT   TRUMPS ONLY CANDIDATE WHO PUTS OUR VETERANS FIRST!!! #BuildTheWall,positive,0.244140625
RT  Trump takes photos in the oval looking like he's a tourist b/c he shouldn't be there and it's still amazing to him and anyon…,positive,0.6000000000000001
"#TrumpBecause He is leading! Trump, you...are...the...MAN! #Trump2016  😎👍",neutral,0.0
