user,tweet,location,date,sentiment
Trevor Rosenfels,RT @RealMattCouch: https://t.co/oqVRqCv5OZ,"Morristown, TN",2020-01-14 15:18:15,neutral
Fonzi,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",Colorado Springs,2020-01-14 15:18:15,negative
Patti Olson,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",Minnesota,2020-01-14 15:18:15,positive
Warsy Gahiefuh,RT @getongab: Project Veritas: Bernie Sanders Field Organizer Suggests Gulags to Help 'Nazified' Trump Voters  https://t.co/5c6zsncc6k via…,voat.co/ & 4chan.org/pol/catalog,2020-01-14 15:18:15,neutral
Marsha W Text Trump 88022,"RT @Dawn_DeMore1: #Expose2020 

BREAKING!

@Project_Veritas First Bombshell Tape Dropping Now!

""If @realDonaldTrump Gets Re-elected..What?…",California ,2020-01-14 15:18:15,positive
Cindy B MAGA,RT @1776Stonewall: I've been saying this for years - The real reason the left wants free college is so they can brainwash and indoctrinate…,Alabama,2020-01-14 15:18:15,positive
The Dude irl🐦,RT @yesthatCarlo: I take it back. #RefundWarren,"Washington, the state",2020-01-14 15:18:15,neutral
mags#NoMoreWar#Iamthe99%,"RT @Miriam_Tree: Let's make it 10 million, shall we?","Florida, USA",2020-01-14 15:18:15,neutral
TornDownStatue,"RT @peterjhasson: I guess if today is the day everybody's dropping their Bernie oppo, here's a reminder of that time he pushed a false flag…",United States,2020-01-14 15:18:15,negative
BREAKING NEWS 24/7,RT @RealMattCouch: @bennyjohnson @Breaking57 https://t.co/oqVRqCv5OZ,"Florida, USA",2020-01-14 15:18:15,neutral
BernieBot_2020,"RT @NeverEverGOP: Best get your refund from Hillary... I mean @ewarren

 #RefundWarren #Bernie #Bernie2020 #BernieSanders2020 #BernieBeatsT…","Los Angeles, CA",2020-01-14 15:18:15,positive
Kristi🇺🇸 #StopTheCoup,"RT @gatewaypundit: ""F*cking Cities will Burn' if Trump Gets Reelected"" - WATCH - O'Keefe Releases Teaser of First 2020 Bombshell with Hints…","West Palm Beach, FL",2020-01-14 15:18:15,negative
Lawrence❔🔥,"RT @bourgeoisalien: So let's get this straight.

Joe Biden mentioned sexism among some voters, and faced zero scrutiny. If Bernie said anyt…","Yonkers, NY",2020-01-14 15:18:15,positive
Guy_Swavy🧢,RT @BlacksForYang: For those #YangGang wondering why so many Bernie supporters hate us: this is the kind of people many of them are. They a…,None,2020-01-14 15:18:15,positive
ken williams,"RT @michellemalkin: Meanwhile, a Sanders field organizer threatens that ""cops are gonna be...getting f*cking beaten in Milwaukee"" at Democr…",Texas,2020-01-14 15:18:16,negative
XA-GT,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…","Queensland, Australia",2020-01-14 15:18:16,neutral
❌🌻Kansasgirl🌻❌,Oh yes! He went there!! WOW! --&gt;Project Veritas: Bernie Sanders Field Organizer Suggests Gulags to Help ‘Nazified’… https://t.co/1VJmCvu0C7,None,2020-01-14 15:18:16,positive
Resa,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",United States,2020-01-14 15:18:16,positive
TheRand2025,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:18:16,positive
"beth, purity test enthusiast",@HCTrudo @BernieSanders @ewarren That's because Bernie Sanders is the only candidate fighting for medicare care for… https://t.co/Jggxz9GDc7,tied to a rock,2020-01-14 15:18:16,neutral
Jojo McDodd #EndBabyPrisons,"@Amy_Siskind @ewarren I am not a ""bro"". I am a middle aged white lady living in the suburbs. I am not following you… https://t.co/MfO7GILx1r","California, USA",2020-01-14 15:18:16,negative
Patrick Bruck #NotMeUs,RT @AmericasCousin: Huge endorsement for Bernie.,"Maryland, USA",2020-01-14 15:18:16,positive
rporc,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",Michigan,2020-01-14 15:18:17,positive
Skateboard dracula,"RT @JoshuaHol: I totally think Bernie woulda won in 2016. 

Hillary woulda won too, if not for James Comey's cowardice, some media malpract…",A giant devo hat,2020-01-14 15:18:17,neutral
Mary Leathers,RT @JackPosobiec: Bernie Sanders organizer promises Stalin-style gulags for Trump supporter https://t.co/q4PazwKZyW,None,2020-01-14 15:18:17,neutral
Donald but not The Donald,"RT @Joseph98746995: @hoojiedoojie @gatewaypundit @JamesOKeefeIII @cristinalaila1 It’s not his supporters who are violent.  Remember, the re…","Chickamauga, GA",2020-01-14 15:18:17,negative
Dude Gotta Go,"RT @regwag2003: As anyone who’s followed me for a while knows, Elizabeth Warren isn’t even my candidate. But I find it extremely illuminati…",United States,2020-01-14 15:18:17,negative
Truth Seeker,"RT @FiveRights: Aside from being Democrats what do Obama, Kerry, and Bernie Sanders have in common?
All have sided w mass-murderer of Ameri…",None,2020-01-14 15:18:17,negative
Eric AKA That Trump Guy 🇺🇸,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",Somewhere in the USA✈️,2020-01-14 15:18:17,positive
❌Nita the Deplorable ❌,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…",United States,2020-01-14 15:18:17,neutral
🚂🇺🇸American Momma⭐️⭐️⭐️,"RT @Real_EllieBrown: These people are dangerous. 
These people are sick, twisted &amp; evil. 
Congrats, Bernie. You are now in a
#Boomerang of…","Tennessee, USA",2020-01-14 15:18:17,negative
Billy Phoenix  ❌,RT @JamesOKeefeIII: Stay tuned: https://t.co/BFGnoCeJE7 https://t.co/uYnDdNGLmO,None,2020-01-14 15:18:17,neutral
⚖️Mademoiselle Aimée⚖️,"RT @ReginaA1981: Berners got point. Warren lies so much she could be lying now. 
Warrenites got a point. Bernie has been a misogynist from…","Oakland, CA",2020-01-14 15:18:17,positive
Heather Gautney,#EducationForBernie,"New York, USA",2020-01-14 15:18:17,neutral
PatriotsUnited,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:18:17,positive
Post-Scarcity-Pal 🏴 🍞📚,@SenGillibrand @HillaryClinton @realDonaldTrump Glad You agree with Bernie.,None,2020-01-14 15:18:17,positive
Cyril B. Skoobie {Skoobisgaard},"RT @SilverAdie: #RefundWarren hashtag by Bots &amp; Bros
Scam won’t work now that we know

We’ve all seen this BS before
But now we’ll stop the…","Mt. Lemmon, AZ displaced in Il",2020-01-14 15:18:17,neutral
Christopher M Fawkes,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,Melbourne | Australia,2020-01-14 15:18:17,positive
Ellen Nana,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…",None,2020-01-14 15:18:17,neutral
Yang4MATH 🧢☂️,RT @DavidJinSooKim: I'm no fan of Warren.  I'm no fan of Bernie.  But all this infighting is exactly what Trump wants.  If Yang isn't the n…,None,2020-01-14 15:18:18,positive
JXavierFaust,"RT @BernieSanders: Thank you @cceanv for your support! Together, we will finally give teachers a much-deserved raise, reinvest in public ed…",United States,2020-01-14 15:18:18,neutral
Steves gunshow # MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,RT @JayChpJones: Meet Bernies campaign crew:,"Real, USA",2020-01-14 15:18:18,neutral
Ron Billock,RT @ThatTrumpGuy: Bernie commies are actually insane! #Expose2020  https://t.co/0EDuzHcxSW,Panama/South Florida/Seattle,2020-01-14 15:18:18,negative
Victor Don Doom,RT @LumpyLouish: Their smoking gin is Bernie's campaign doesn't like Nazis and feel education is how we change their minds. 🤣🤣🤣🤣 https://t.…,"Doomstadt, Latveria",2020-01-14 15:18:18,neutral
carolyn friend,"RT @riotwomennn: Bernie Sanders doesn't even like the Democratic party or Democrats

Sanders wants the votes of the white folks who watch F…","Los Angeles, CA",2020-01-14 15:18:18,positive
Stephanie,"RT @CatesDuane: @JamesOKeefeIII @BernieSanders There it is!
“Disagree with Bernie Bro’s?”
“Voted for ORANGE HITLER?”
YOU. MUST. PAY!

F**K…",Al,2020-01-14 15:18:18,neutral
Bj Bednarski,"RT @pam_sands: Well, they’re starting to eat their own! 🤣 Now who do we believe, Lieawatha, or Scamming Bernie? That’s a tough one! You dec…",California,2020-01-14 15:18:18,positive
Leigh Storz,"RT @bennyjohnson: NEW @Project_Veritas Video:

Bernie Sanders Field Organizer:

If Trump gets re-elected, “f*cking cities burn”

MAGA Peopl…","Truckee, CA",2020-01-14 15:18:18,negative
Adrian Gonzalez,"RT @cesarfaz: Ya salieron con que Bernie = Chávez. 

Están cortados todos con la misma tijera. Son esencialmente el mismo gorila.",None,2020-01-14 15:18:18,neutral
Austere Revered Mourner,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Rhode Island, USA",2020-01-14 15:18:18,positive
Brexitwolf,RT @1776Stonewall: I've been saying this for years - The real reason the left wants free college is so they can brainwash and indoctrinate…,None,2020-01-14 15:18:18,positive
Joey Vee,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Indiana, USA",2020-01-14 15:18:19,positive
JDR,RT @brianschatz: This Bernie Elizabeth thing reminds me that the Republicans are in federal court trying to take away healthcare from tens…,"Las Vegas, Nevada",2020-01-14 15:18:19,neutral
#AfUK,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,San Escobar,2020-01-14 15:18:19,positive
Carl Parker,"RT @cindyseestruth: 🚨BREAKING... @Project_Veritas UNDERCOVER ON BERNIE CAMPAIGN..

Bernie taught his staffers well, they are willing to bur…",None,2020-01-14 15:18:19,positive
Roronoa Bernie 🔥🌹🔥,RT @BernieSanders: It means you’re going to lose.,United States,2020-01-14 15:18:19,neutral
Truth be told,"@ofcltarrtarr @BernieSanders @cceanv Scary
https://t.co/IWS8bEj2Vk",US,2020-01-14 15:18:19,negative
🌟🌟🌟ROCKY🇺🇸,RT @Styx666Official: This is particularly bad for Bernie Sanders since the shunning of the normally violent rhetoric of socialism is exactl…,"Loma Linda, CA",2020-01-14 15:18:19,negative
@JoRoCo77,RT @Timcast: Bernie Sanders has a staff vetting problem,None,2020-01-14 15:18:19,neutral
Carv 🇺🇸,"Geez.. thought Stalin was gone, now he's a hero to these fucks.",None,2020-01-14 15:18:19,neutral
Joe4Man,"RT @MrJones_tm: Cory Booker on Sanders and Warren: ""Nobody should be attacking their character"" 😂

Ok...🤔

Pocahontas is a lifelong fraud &amp;…",None,2020-01-14 15:18:19,negative
DAN E. WON 🌹🌺🌻 (A YEAR 2020 RUSSIAN ASSET!🎆),"RT @peterdaou: EVERYTHING IS ON THE LINE.

Our future. Our planet. It's all at stake.

We can't afford to have the centrist wing screw thin…",NEW JERSEY,2020-01-14 15:18:20,neutral
Kleptonesiac,RT @DavidShuster: More proof @ewarren + campaign are flailing.   The unhinged smear @BernieSanders will likely sink Warren's campaign and c…,None,2020-01-14 15:18:20,positive
🇬🇧 jon 🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇸,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",scotland,2020-01-14 15:18:20,negative
Lisa Fahey⭐⭐⭐,RT @KamVTV: Wow. Kevin McCarthy just said at press conference Nancy Pelosi has been holding articles of impeachment to screw over Bernie Sa…,"New York, USA",2020-01-14 15:18:20,positive
"✝️ ""Mash"" 🇺🇸⚔️",RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,MO/OR/WA/CA/AZ,2020-01-14 15:18:20,positive
🐶 Insane Chihuahua,"RT @garyg1884: Ok fellow dems, will we continue to eat our own or beat Trump? I don’t care what Bernie told Elizabeth. I don’t care that Jo…",Planet Earth,2020-01-14 15:18:20,positive
Jay Bird,RT @PepperOceanna: #WomenForBernie,None,2020-01-14 15:18:20,neutral
RuthieRedSox,"RT @RonColeman: @AI_Solzhenitsyn @mandystadt @JamesOKeefeIII @BernieSanders Yeah. That's exactly what Bernie meant, actually.","Virginia, USA",2020-01-14 15:18:20,positive
Patriotic Mom,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…",None,2020-01-14 15:18:20,positive
Barbara🇺🇸🇺🇸,"RT @RyanAFournier: In a private meeting, Bernie Sanders apparently told Elizabeth Warren that a “woman can’t win” the Presidency.

No, Bern…","Florida, USA",2020-01-14 15:18:20,positive
Christina⭐️⭐️⭐️,"RT @michellemalkin: Meanwhile, a Sanders field organizer threatens that ""cops are gonna be...getting f*cking beaten in Milwaukee"" at Democr…","Laguna Hills, CA",2020-01-14 15:18:20,negative
Politically Incorrect Judge 🇺🇸🇺🇸,"Countdown....

#Expose2020",None,2020-01-14 15:18:20,neutral
The BerninSAGARedux,"RT @EuroYankeeBlog: @HCTrudo @BernieSanders @ewarren It is 100% CORRECT. M4A is not a concept, it is not a ""framework"", it is an actual pie…",None,2020-01-14 15:18:21,neutral
Tawny,RT @charliekirk11: If Nancy Pelosi intentionally withheld articles of impeachment to tie Bernie Sanders &amp; Elizabeth Warren up in an impeach…,United States,2020-01-14 15:18:21,neutral
ArabianHorses,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…","Texas, USA",2020-01-14 15:18:21,neutral
Shaniyat Chowdhury for US Congress NY5,"It’s #DemDebate night!

I need my #Bernie2020 fam to manifest all the energy back into the movement. 

We need a co… https://t.co/GSVs0bM2MR","South Jamaica, Queens",2020-01-14 15:18:21,neutral
David,"RT @C_3C_3: Bernie Sanders is a radical communist that has other radical communists running his campaign.

This isn't an outlier for the De…","Michigan, USA",2020-01-14 15:18:21,negative
Terrell J. Starr,"RT @MsPackyetti: Sorry, but Bernie told me, a Black woman, that black people are disproportionately jailed because, Black people ‘deal more…","Brooklyn, NY ✈️ Kyiv, Ukraine",2020-01-14 15:18:21,negative
Patriot Glow,This is a threat.,"Michigan, USA",2020-01-14 15:18:21,neutral
.•°¤*(¯`★´¯)*¤° 🎀 𝒜𝐵𝐵𝒴 🎀 °¤*)¯´★`¯(*¤°,"RT @T_S_P_O_O_K_Y: Oh, yeah - blackface @GovernorVA wants to disarm law abiding citizens at the VERY TIME the progressive wing of his @TheD…",None,2020-01-14 15:18:21,positive
Libertas,"RT @riotwomennn: Who did Bernie Sanders ask to nominate him at the 2016 convention?  Tulsi Gabbard

Who did Bernie Sanders name to be a Fel…",None,2020-01-14 15:18:21,neutral
DAN E. WON 🌹🌺🌻 (A YEAR 2020 RUSSIAN ASSET!🎆),RT @peterdaou: People who follow me know how dedicated I am to fighting sexism. It was everything I did in 2016 and I was mocked and smeare…,NEW JERSEY,2020-01-14 15:18:22,neutral
🇺🇸 Mikey 🇺🇸 WWG1WGA,"RT @wvufanagent99: So, according to the ""Bernie Bros"", if @BernieSanders does not win the Dem nomination, ""The cops are going to be the one…",Floyd County Kentucky,2020-01-14 15:18:22,negative
Dale Kanzler,"RT @DirkSchwenk: BOTTOM LINE: Bernie knew AT THE LATEST by September, 2016 that his supporters were viciously trolling HRC. He knew AT THE…","Manhattan, NY",2020-01-14 15:18:22,negative
NoPC Gal,Project Veritas: Bernie Sanders Field Organizer Suggests Gulags to Help ‘Nazified’ Trump Voters https://t.co/Zpiw2dHdx4 via @BreitbartNews,"Scottsdale, AZ",2020-01-14 15:18:22,neutral
Arlinda Hatton,RT @JohnWHuber: “People were actually paid a living wage in [Stalin’s] gulags” — Sanders Iowa staffer 😬,"Florida, USA",2020-01-14 15:18:22,neutral
Logical Liberal Patriot 🇺🇸,"RT @peterdaou: AGAIN:

#Bernie supporters are NOT more negative than supporters of other candidates.

When @leeladaou and I embraced the #N…","Pennsylvania, USA",2020-01-14 15:18:22,negative
solomon grundy,#DemDebate,EARTH,2020-01-14 15:18:22,neutral
My Info,@scaryfoxx @PaulDeCristofo4 @OOOlson @Project_Veritas Bernie does not scare me at all at becoming President! You ne… https://t.co/NeJM4sJQ95,"Wisconsin, USA",2020-01-14 15:18:22,positive
Patrick T. Rooney,"RT @parscale: Big Democrat debate in Iowa tonight.

Based on the last two weeks and their reaction to @realDonaldTrump’s strong defense of…",Washington DC,2020-01-14 15:18:22,positive
Cindy,"RT @SilERabbit: #RefundWarren
Peter Daou is scolding Warren.

Nate Silver says it's obvious Warren leaked the story.

The Washington Post,…",None,2020-01-14 15:18:22,neutral
Free Bird   Build the wall crime will fall!,"RT @Kat4Obama: @BernieSanders Will you ever repudiate the support you received from Russia in 2016, Bernie?",None,2020-01-14 15:18:22,neutral
Ajani,"RT @DrJasonJohnson: I don't think Sanders is necessarily sexist or racist, I do think his conception of 'identity politics' makes him resis…","Miami, FL",2020-01-14 15:18:22,neutral
Fed Up Grandma,"RT @T_S_P_O_O_K_Y: Oh, yeah - blackface @GovernorVA wants to disarm law abiding citizens at the VERY TIME the progressive wing of his @TheD…",The Great State of Texas!,2020-01-14 15:18:22,positive
Lee Kratzer,If Warren’s lame story ends up actually hurting Bernie’s campaign it’s really just a win-win for the media conglome… https://t.co/X1HpAYQyxq,Missouri,2020-01-14 15:18:22,negative
Jeffrey Levin,Bernie Sanders Doubles His Lead Over Donald Trump In Hypothetical General Election Poll https://t.co/IyxwgkW3nQ,"San Jose, CA",2020-01-14 15:18:22,positive
☆Ophidian Pilot☆,Democrats 2020: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the De… https://t.co/95sNYLCNAG,Fangs with an Attitude,2020-01-14 15:18:22,negative
Vicky jeter,RT @1776Stonewall: I've been saying this for years - The real reason the left wants free college is so they can brainwash and indoctrinate…,None,2020-01-14 15:18:23,positive
🇺🇸Deplorable HK,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…","Soquel, CA",2020-01-14 15:18:23,neutral
LJ,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",None,2020-01-14 15:18:23,negative
Austere Revered Mourner,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Rhode Island, USA",2020-01-14 15:18:23,negative
Claudia Guillory 🌺🌹🇲🇽🇺🇸👒,"RT @JordanChariton: In 72 hours, @ewarren has

1) distorted a “script” from random  @BernieSanders’ volunteer 

2) planted w/ @CNN a he sai…","Mississippi, USA",2020-01-14 15:18:23,negative
primality,@cnnbrk #FauxJournalism https://t.co/IQgESu7GOu #RefundWarren,None,2020-01-14 15:18:23,neutral
CARLY-TRUMP2020..IFB ALL PATRIOTS,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",WI,2020-01-14 15:18:23,negative
Ammosexual Deetz,RT @jacques47731456: @JackPosobiec radicals are drawn to radicals. No surprise that this guy works for Bernie's campaign. He's not the only…,"Atlanta, Ga",2020-01-14 15:18:23,neutral
"Pete Buttigieg is Mitt Romney, but gay","RT @heyheyitsmollya: I was born in 1989 ♑️ 🐍 

I’m a woman 💁‍♀️

2 years before I was born, here is Bernie saying I could be president🤰 

B…","Port St. Lucie, FL",2020-01-14 15:18:23,neutral
Denise Beesley🆘,"RT @DirkSchwenk: 2nd MUELLER NEVER SAID THE GRU WAS USING BERNIE'S SUPPORTERS AGAINST HRC. It's true, but Bernie knows this from some other…",None,2020-01-14 15:18:23,positive
Andrew,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…","Kenosha, WI",2020-01-14 15:18:23,neutral
DAN E. WON 🌹🌺🌻 (A YEAR 2020 RUSSIAN ASSET!🎆),"RT @peterdaou: ...Warren's campaign put out a statement that effectively calls #Bernie sexist and then claims to want to move on.

The net…",NEW JERSEY,2020-01-14 15:18:24,positive
📚A Personal Opinion🔬,RT @malinasundeity: Bernie still catching significant endorsements despite the smears,"rural Wisconsin, USA",2020-01-14 15:18:24,positive
Medium Expectations,@Pjgr8 @comicbooksmart @krystalball @ewarren There has been violence? I didn't realize that it had gotten violent.… https://t.co/MUT7aZHxhW,sulking,2020-01-14 15:18:24,neutral
DONNA AMERICAN FIRST .🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,"RT @bennyjohnson: NEW @Project_Veritas Video:

Bernie Sanders Field Organizer:

If Trump gets re-elected, “f*cking cities burn”

MAGA Peopl…",USA. ,2020-01-14 15:18:24,negative
Denise F #DeportThemAllNow,RT @Mello321: More proof of Democrat insanity.,"Michigan, USA",2020-01-14 15:18:24,positive
#He'sWithme,"RT @Peoples_Pundit: Neither Trump nor his supporters have ever called for the ""elimination of people"" based on race, religion, etc. That's…",Sunshine state,2020-01-14 15:18:24,neutral
brent but winter ⛄️,RT @liz_franczak: sources tell me bernie is asking to be introduced at tomorrow night’s debate as ”joker”????,"Washington, DC",2020-01-14 15:18:24,neutral
Stacy,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…","Indiana, USA",2020-01-14 15:18:24,neutral
Marty,"RT @cindyseestruth: 🚨BREAKING... @Project_Veritas UNDERCOVER ON BERNIE CAMPAIGN..

Bernie taught his staffers well, they are willing to bur…",Florence MS,2020-01-14 15:18:24,positive
⭐⭐⭐GATRUMPMYPRESIDENT❤,"RT @michellemalkin: Meanwhile, a Sanders field organizer threatens that ""cops are gonna be...getting f*cking beaten in Milwaukee"" at Democr…","Georgia, USA",2020-01-14 15:18:24,negative
America 1st,"RT @RealMattCouch: With what Project Veritas and James O'Keefe just broke on a leader of the Bernie Sanders campaign saying ""F***ing Milwau…","Ohio, USA",2020-01-14 15:18:25,neutral
James Toupin,"RT @idnac4u: @TheRickWilson @lizsmithtweet My argument is this...
We need to keep the House
We need to win the Senate

Bernie has proven he…",None,2020-01-14 15:18:25,positive
✨🇺🇸BRIDGET🇺🇸✨,"RT @catturd2: @JamesOKeefeIII and @Project_Veritas has done it again and revealed to the world, in their own words, what Bernie Sanders and…",United States,2020-01-14 15:18:25,positive
I Stan for Black Women and Humanity🦋tiredofit10,@ezraklein Stop making excuses for Bernie. Just stop it!,None,2020-01-14 15:18:25,neutral
Jo Boileau,RT @brianschatz: This Bernie Elizabeth thing reminds me that the Republicans are in federal court trying to take away healthcare from tens…,Purdue University,2020-01-14 15:18:25,neutral
"Peter Gowan, for peace and socialism 🕊️🌹",RT @nat_stylo: I've had many convos the past few months with trans fam who are depressed at the state of things for our community. there's…,"Washington, DC",2020-01-14 15:18:25,positive
Maggie Maga,RT @JodyBelcher7: Does anyone really care what al sharpton has to say? Not me! I don’t care if Bernie Said stick lady couldn’t win the 2020…,Southern California,2020-01-14 15:18:25,positive
ղօե🇺🇸յմՏԵɑ 🇺🇸ʍՕʍ,"RT @BlueSea1964: 🚨 👉 Obama vs. Bernie

Two Socialists! One Party! Only One Can Survive!

#BluestarZone

 https://t.co/sceQNl0Zvp","Georgia, USA",2020-01-14 15:18:25,neutral
All American Tweetie Pie - Text Trump To 88022,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"Massachusetts, USA",2020-01-14 15:18:25,positive
@JoRoCo77,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:18:25,positive
Diane,RT @Axiomous_Bar: #Expose2020,"Texas, USA",2020-01-14 15:18:25,neutral
DAN E. WON 🌹🌺🌻 (A YEAR 2020 RUSSIAN ASSET!🎆),"RT @peterdaou: ON #WARREN'S LOW BLOW

Since this will come up at the #DemDebate, I want to explain her attack on #Bernie.

When CNN leaked…",NEW JERSEY,2020-01-14 15:18:25,neutral
Sara Gomez Arancibia,RT @latimes: Column: Are Joe Biden and Bernie Sanders replaying Howard Dean's and John Kerry's 2004 race? https://t.co/93HQxvyyuh (via @lat…,None,2020-01-14 15:18:26,neutral
(((Benjamin))),"RT @HamillHimself: You misspelled ""Pocahontas"", but I'm sure you know how to spell ""racist"".
#DividerInChief","York, PA",2020-01-14 15:18:26,positive
Brenda⭐️⭐️⭐️,RT @KamVTV: Wow. Kevin McCarthy just said at press conference Nancy Pelosi has been holding articles of impeachment to screw over Bernie Sa…,"Indianapolis, IN",2020-01-14 15:18:26,positive
Hugh Jasole,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…","California, USA",2020-01-14 15:18:26,neutral
KimAB,"RT @catturd2: @JamesOKeefeIII and @Project_Veritas has done it again and revealed to the world, in their own words, what Bernie Sanders and…","Georgia, USA",2020-01-14 15:18:26,positive
Andrea Kos❌ Covfefe,"RT @FiveRights: Bernie's campaign organizer called Trumpers ""Nazis"" over and over - bc he's an absolute moron.
Aside from being proud of th…","Port St John, FL❌",2020-01-14 15:18:26,positive
Carol Chupp,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",None,2020-01-14 15:18:26,negative
DrSickOfYourWarsALot🌹,"RT @Kbelknap822: There was only one candidate that the leading voice on education in Nevada could endorse, @BernieSanders. Bernie's vision…","California, USA",2020-01-14 15:18:26,neutral
Ken Burrows,RT @BarneyOnAcid: Everything is normal in @BernieSanders political operation. You know his campaign employees are just talking about violen…,None,2020-01-14 15:18:26,positive
Boomer Advice ~ Vote for Bernie,"RT @EPL_7_: @peterdaou Because Warren is an operative for the corporatist wing of the Dems. 

She doesn’t really care about us, our needs,…",Planet Earth,2020-01-14 15:18:26,positive
Pat Henry - Text TRUMP to 88022,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",United States,2020-01-14 15:18:26,positive
"Monsieur Look,Fat JimmyD 👌🏻","RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…",None,2020-01-14 15:18:26,neutral
xxxxxxx,"RT @MsPackyetti: Sorry, but Bernie told me, a Black woman, that black people are disproportionately jailed because, Black people ‘deal more…","Hollywood, Los Angeles",2020-01-14 15:18:26,negative
The Bee Guy,"RT @michellemalkin: Meanwhile, a Sanders field organizer threatens that ""cops are gonna be...getting f*cking beaten in Milwaukee"" at Democr…",#TheGreatAwakening,2020-01-14 15:18:27,negative
❌EPSTEIN'S SHEET❌aka SHOW MORE REPLIES,"RT @bennyjohnson: Bernie Sanders Field Organizer Defends Gulags

“There’s a reason Joseph Stalin had gulags, right?”

“People were actually…","Kentucky, USA",2020-01-14 15:18:27,positive
Claudia Roberts ⭐️⭐️⭐️,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Texas, USA",2020-01-14 15:18:27,negative
STOP CALLING US A DEMOCRACY! ❤️,"RT @Feisty_FL: Spartacus dropped out of the race, the Democrat field is soooo white. Crazy Bernie told Pocahontas that women can’t win. Who…",MD,2020-01-14 15:18:27,positive
