user,tweet,location,date,sentiment
Fluterfly will always be with Kamala. And Hillary.,RT @DearDean22: He voted for Jill Stein.. giving her money he raised off of Black deaths. This shill should always be ignored for the fraud…,"West Virginia, USA",2020-01-14 15:46:30,negative
LPAC,"More evidence that LGBTQ women are a distinct voter demographic, and should be treated accordingly (… https://t.co/znMBmtqQ6f",USA,2020-01-14 15:46:30,positive
SUPERTRUMP,RT @realDonaldTrump: Bernie Sander’s volunteers are trashing Elizabeth “Pocahontus” Warren. Everybody knows her campaign is dead and want h…,"Florida, USA",2020-01-14 15:46:30,negative
🌹#LeftyToTheCore 🌹#BerniesGoingToWin,RT @Mike_from_PA: I'm ashamed to have spent so much of last year defending @ewarren and suggesting that she be a good VP pick for Bernie. S…,"California, USA",2020-01-14 15:46:30,positive
Ed Demaria,"RT @GeoffRBennett: “Oh, a woman can be president. (Laughs) Of that, I am sure!” — Sen. Kamala Harris, when asked by @julietsirkin about the…","Washington, DC",2020-01-14 15:46:31,positive
dlmgilley,RT @realDonaldTrump: Bernie Sander’s volunteers are trashing Elizabeth “Pocahontus” Warren. Everybody knows her campaign is dead and want h…,"Tennessee, USA",2020-01-14 15:46:32,negative
✝️💖 Trin1ty 💖✝️,"RT @tkag2020_ann: Remember this: 

""We nasty women are gonna march our nasty feet to cast our nasty votes.” Elizabeth Warren is really embr…",None,2020-01-14 15:46:32,negative
Calibernication,Perfect!,SouthEastern USA,2020-01-14 15:46:33,positive
Matthew Plourd,"RT @politicalmiller: Media is practically drooling over this.

Which tells you all you need to know. 

Warren downplayed the comment and fo…","New York, NY",2020-01-14 15:46:33,neutral
Attorney Sandra,"RT @girlsreallyrule: ""Warren did not start this fight, yet she seems to be taking the brunt of the infighting accusations from Democrats fa…","California, USA",2020-01-14 15:46:34,neutral
Nathan Newman 🧭,Real possibility if Warren or Bernie nominated that we see $10-20 billion plus spent by billionaires in negative ad… https://t.co/zfcrUBeJlm,"New York, NY",2020-01-14 15:46:34,negative
Disabled vet fighting U.S. propaganda,"RT @JosieIsTired: Bernie has been a feminist longer than Warren has been a Democrat.

Pass it on. https://t.co/KMQqCjPWHE","Baltimore, MD",2020-01-14 15:46:34,neutral
Hayley Farless,RT @blaqueerfemme: Booty jiggle and Biden are truly living for the Warren/Sanders mess. I know this.,hayley.v.farless@gmail.com,2020-01-14 15:46:34,negative
Julie Underwood,"RT @HoarseWisperer: The #RefundWarren hashtag is so dumb, I’m going to re-fund Warren with a donation.","Brooklyn, NY",2020-01-14 15:46:34,negative
Jim Corrigan,"I'm not a Bernie guy, but let's imagine this meeting happened, a private meeting, and in the meeting Sanders said t… https://t.co/JuGXMckQnk","Boston, MA",2020-01-14 15:46:34,neutral
2022CANDIDATE-political ADVISOR,"RT @RBReich: While the press feasts off a tiny ""he-said, she-said"" tiff between Warren and Sanders, Trump is

Cutting 700,000 off food stam…",None,2020-01-14 15:46:35,negative
Liz for WarrenCastro2020! 🗽,RT @ProudResister: Elizabeth Warren announces the endorsements of over 40 current or former Iowa Republicans and Trump voters who are backi…,None,2020-01-14 15:46:35,neutral
JusPlainTalk101,RT @cmclymer: Elizabeth Warren has been a tenured law professor at Harvard since 1995. She is one of the all-time most cited legal experts…,None,2020-01-14 15:46:34,positive
Celeste,"RT @Bruno062418: Trouble BREWing in Milwaukee?

#POTUSKNOWS
#comms
#winning https://t.co/00lv4H9v9E",None,2020-01-14 15:46:35,positive
❌hydehyde🇺🇸❌,RT @MissILmom: And Now it Begins...Crazy VS Crazier! Turning on Their own. Eating each other Alive! Sit back...Get your Popcorn...Feet up..…,USA,2020-01-14 15:46:35,positive
Marcia Morrell,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…","Huntington Beach, CA",2020-01-14 15:46:35,neutral
katelovingshenk 🕊🐾🐘 #WeAreTheSquad,"RT @peterdaou: OK. Let me frame it this way:

If #Warren thinks #Bernie is sexist, why not make that central to her campaign all along? Aft…",East Coast America,2020-01-14 15:46:35,positive
Phillip Mitchell 🍞,RT @strawpacifist: @AsteadWesley Elizabeth Warren failed a test of character that even John McCain passed.,"Lane County, Oregon",2020-01-14 15:46:35,negative
Tom Bryson,"RT @LeftistRenegade: Note to the Warren Camp &amp; Establishment Democrats:
If you are fabricating smears, misrepresenting statements and outri…",Liberal Democrat,2020-01-14 15:46:35,neutral
MAGA.Patriot 👊✝️🇺🇸,RT @JodyBelcher7: Does anyone really care what al sharpton has to say? Not me! I don’t care if Bernie Said stick lady couldn’t win the 2020…,"San Diego, CA",2020-01-14 15:46:36,positive
Vicki,"RT @mmpadellan: The ONLY thing being accomplished by the ugly mud-slinging between the Sanders and Warren camps today, and every damn day,…","Fort Worth, Texas",2020-01-14 15:46:36,negative
Hugh Man Bean,"@WelcomeBackAnt California thing is fair. Same w/ your belief that Bernie is the best chance at beating Trump. 

I’… https://t.co/FW6nnCgyqb",None,2020-01-14 15:46:36,positive
"Take Back the WH, Senate & Keep Congress 2020","RT @maddenifico: All Bernie Sanders had to do was admit that he said it, and that it was a dumb thing to say. Instead, like Trump, he doubl…",None,2020-01-14 15:46:37,negative
Helen C.,RT @Jloony1: One more time for the people in the back.  #RefundWarren https://t.co/x6llmtMoKe,None,2020-01-14 15:46:37,positive
Curly,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…","Missouri, USA",2020-01-14 15:46:38,neutral
"John, a Progressive 🦄🌹","RT @bourgeoisalien: Let's be clear: I halted my distrust of Warren from 2016 not backing Bernie, staying silent on Standing Rock (while Liz…","Brinckerhoff, NY",2020-01-14 15:46:38,positive
SharonSaid,"RT @littledeekay: Vince Vaughn talking to Trump doesn’t matter.

 What Bernie said to Warren one time in a private conversation hardly matt…",Pennsylvania ,2020-01-14 15:46:39,negative
Christiana Lo 🇺🇸,https://t.co/AKfLp8147K,"Pennsylvania, USA",2020-01-14 15:46:39,neutral
AAmom,"RT @ppppolls: Our new North Carolina primary poll finds:

Joe Biden 31
Bernie Sanders 18
Elizabeth Warren 15
Michael Bloomberg 8
Pete Butti…",Metro Detroit,2020-01-14 15:46:39,positive
George M Coons,RT @EricHolthaus: Bernie Sanders or Elizabeth Warren would be hands down the best president we've ever had on the most important issue we f…,"Corrales, NM",2020-01-14 15:46:39,positive
Jim Geraghty,"Today’s Morning Jolt, assessing the relationship between Warren and Sanders, in one gif:

https://t.co/eoOMkSSKew https://t.co/gqdA4CcpJR","Authenticity Woods, Virginia.",2020-01-14 15:46:39,neutral
Tiffany Ten,I've long been disinterested in electoral politics bc they're a distraction for the working class. Bernie folks gle… https://t.co/qXKvXDp79w,Boston,2020-01-14 15:46:40,negative
QLIQ,Liz’s track record on telling the truth is not good.,USA,2020-01-14 15:46:40,negative
Lilly VonSchtupps Dad 🇺🇸🇺🇸 DEBOOSTED,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…","Arizona, USA",2020-01-14 15:46:41,positive
Remove #IMPOTUS3,"RT @peterdaou: OK. Let me frame it this way:

If #Warren thinks #Bernie is sexist, why not make that central to her campaign all along? Aft…","Florida, USA",2020-01-14 15:46:41,positive
Silver Muse 💗 #Bernie2020,"A Newscast segment on #ITrustBernie that I can ♥️.
#ITrustBernie 
#ITrustBernie
#IndestructibleBernie… https://t.co/veZ07EkT10","Tennessee, USA",2020-01-14 15:46:41,neutral
Genie Lauren,Sums it up,"The Bronx, NY",2020-01-14 15:46:41,neutral
🇺🇸Reed Turner🇺🇸,"RT @RyanAFournier: In a private meeting, Bernie Sanders apparently told Elizabeth Warren that a “woman can’t win” the Presidency.

No, Bern…",None,2020-01-14 15:46:42,positive
encarta '88 🌹,"RT @JordanUhl: Warren pledged not to take oil money, sorry","Cleveland, OH",2020-01-14 15:46:42,negative
◦ ◯ ★a soft boy☆ ● ◦,"RT @gaywonk: Billionaires want Bernie vs Warren.
Big Pharma wants Bernie vs Warren.
Biden wants Bernie vs Warren.
Trump wants Bernie vs War…",None,2020-01-14 15:46:42,positive
Ladybug,RT @DrEtiquette: A woman who faked her heritage to get a job at Harvard is now a liar?  No way!  🤦‍♂️,America,2020-01-14 15:46:42,neutral
katelovingshenk 🕊🐾🐘 #WeAreTheSquad,RT @Bernie_Or_Vest: @peterdaou Warren made a career-ending miscalculation. Who wants her in the Senate now? Anyone who can pull a stunt lik…,East Coast America,2020-01-14 15:46:42,positive
🌸❤️🇺🇸💞Janet 💞🇺🇸❤️🌸,As a fight breaks out between Warren and Sanders..will Biden break through as a clear winner in tonight’s Democrati… https://t.co/xzMXh4PDDR,"Texas, USA",2020-01-14 15:46:42,positive
Dave Lynch,@AuthorKimberley Ask @ewarren . I fought against the annoying shit some of the Bernie supporters did in 2016 but I… https://t.co/RBq8AZfzae,"Los Angeles, CA",2020-01-14 15:46:42,negative
Calibernication,RT @OFB2020: How Does President Sanders Sound to You? https://t.co/MELZ2OtnOo,SouthEastern USA,2020-01-14 15:46:43,positive
Patrick Talbert,RT @RyryJones: I mean Imma believe Warren. His actions in 2016 speak louder then words ever could.,"Raleigh, NC, USA",2020-01-14 15:46:43,negative
Nick Mancuso,RT @ezraklein: People communicate unclearly and it's possible that what Sanders meant to say is not what Warren heard and nobody in this di…,"Maine, USA",2020-01-14 15:46:44,neutral
MD DD,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…",None,2020-01-14 15:46:44,positive
Balto Fang,@Bakari_Sellers #Warren is a #Liar Liar,United States,2020-01-14 15:46:44,neutral
Brian H,RT @charliekirk11: If Nancy Pelosi intentionally withheld articles of impeachment to tie Bernie Sanders &amp; Elizabeth Warren up in an impeach…,None,2020-01-14 15:46:45,neutral
Jo-Ann Dwyer #DAT,"RT @LaurenBaratzL: I remember, in 2016, Mika saying she'd love to vote for a woman for president, just not *that woman*, and that she wishe…","Boston, MA",2020-01-14 15:46:45,positive
🏔 Aspiring Montanan 🌌,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",Florida (just until Montana),2020-01-14 15:46:46,neutral
YineBaşlayacak 🇹🇷 #DEVAM,"RT @charliekirk11: In 2016, when 6 Republicans were left 50% were minorities:

Trump
Cruz
Rubio
Carson
Kasich
&amp; Jeb!

Today, 6 Democrats ar…",None,2020-01-14 15:46:46,neutral
Amisi Joe,"RT @NPR: Six candidates will take the stage tonight in Iowa for the 7th Democratic debate at 9 p.m. ET. They are:

• Joe Biden
• Pete Butti…","Nairobi, Kenya",2020-01-14 15:46:46,neutral
Qtiptornado 🇺🇲,"RT @charliekirk11: In 2016, when 6 Republicans were left 50% were minorities:

Trump
Cruz
Rubio
Carson
Kasich
&amp; Jeb!

Today, 6 Democrats ar…",None,2020-01-14 15:46:46,neutral
Jeannine,RT @ZerlinaMaxwell: Bernie Sanders said Hillary was unqualified to be president,Missouri,2020-01-14 15:46:46,neutral
Kathleen Fiscelli,"RT @Squill_whispers: Bernie Sanders and Elizabeth Warren fighting over the Democrat nomination

https://t.co/OcbEIsWn1B",None,2020-01-14 15:46:46,neutral
mary sharkey 🌊#IstandwithIlhan,RT @ProudResister: Elizabeth Warren announces the endorsements of over 40 current or former Iowa Republicans and Trump voters who are backi…,United States,2020-01-14 15:46:46,neutral
🥖 Theo 🌹,RT @TheRevAl: 2020 Presidential candidate Liz Warren claims 2020 Presidential candidate Bernie Sanders said a woman could not win for Presi…,None,2020-01-14 15:46:47,negative
Duncan Lindsay,RT @mr_sjpatterson: Spoilers: #Hollyoaks star Jamie Lomas reveals Warren and Sienna twists https://t.co/9Vfh6hZS03 via @MetroUK,London,2020-01-14 15:46:47,neutral
Susan H,"RT @girlsreallyrule: ""Warren did not start this fight, yet she seems to be taking the brunt of the infighting accusations from Democrats fa…",None,2020-01-14 15:46:47,neutral
Juanita Flores,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…","Temecula, CA",2020-01-14 15:46:47,neutral
Susan King,"RT @maloym: Sanders, Biden and Warren in three-way race in California as primary nears @MelissaGomez004 https://t.co/YSzFDm9G1g",Los Angeles,2020-01-14 15:46:47,positive
Kat 4 Obama,RT @MattMurph24: Is that even legal constitutionally? https://t.co/HBUlpUZaTA,"Washington State, USA",2020-01-14 15:46:48,positive
James R. Bruner,"at this point, the Bernie Brigade doesn't have a lot of credibility . . .","Washington, DC",2020-01-14 15:46:48,neutral
Murshed Zaheed 🐢,RT @ddayen: When we put out the #DayOneAgenda both Warren and Sanders wouldn't fully commit to using existing authority to cancel student d…,"California, USA",2020-01-14 15:46:48,neutral
Carroll S. Jones,"RT @blue_christys: This should be Warren’s answer if asked at the debate. 
#Warren2020 
#VoteBlueNoMatterWho",Louisiana,2020-01-14 15:46:49,neutral
#AnyBlueWillNotDo,"RT @Politics_Polls: National @MorningConsult/@politico Poll

Trust more to handle...

Health Care:
Sanders 29
Biden 21
Warren 14
Bloomberg…","Colorado, USA",2020-01-14 15:46:49,positive
Rachel Lucca #Bernie2020 #MedicareForAll ⚕️,"An article about the meeting, from 2018: 
“But neither Ms. Warren nor Mr. Sanders sought support from the other or… https://t.co/BU646nNi1a",USA,2020-01-14 15:46:49,negative
🔥BERNforBernie2020🔥RegisterToVote🔥,"@javimorillo @peterdaou Elizabeth Warren is falsely accusing Bernie Sanders of saying a ""woman can't win"" when *Ber… https://t.co/9nJQjNb7Ts",United States,2020-01-14 15:46:49,positive
Al Anderson,RT @HelenKennedy: Maybe most importantly: told an absolutely brazen bald-faced lie that he saved the ACA’s protection for preexisting condi…,Wisconsin,2020-01-14 15:46:50,positive
Andrew Seal,I agree with the whole thread here,"New Hampshire, USA",2020-01-14 15:46:50,positive
Becky🌹,"RT @gillsterein: @peterdaou This makes it very clear that #ElizabethWarren and #BernieSanders serve different masters. 

Warren is loyal to…","Fort Meade, FL",2020-01-14 15:46:50,positive
Elizabeth Blackburn 🔮,"@katystoll So stop screaming at Warren/Bernie supporters, Bernie/Warren supporters. None of this matters, and you'r… https://t.co/xRp85ZnVad","Columbus, OH",2020-01-14 15:46:50,neutral
Meghan McCain's Tears™,"@PaulSorrentino3 @ewarren Just say, you'll vote for yellow vest before Warren. Buy yours today.",Planet Earth,2020-01-14 15:46:50,neutral
Ryan Yucha,RT @JossieValentin: Good morning Warren Democrats. It’s game day! #DemDebate https://t.co/Sf5wNnc5qV,"Seattle, WA",2020-01-14 15:46:50,positive
Annie Anderson,"RT @DeepNotion2: While the press feasts off a tiny ""he-said, she-said"" tiff between Warren and Sanders, Trump is

Cutting 700,000 off food…","Greenville, SC",2020-01-14 15:46:51,negative
Barbchris,@MalcolmAkeem_ @ewarren I know it’s still early... but bashing Warren for being a Republican in the past is quite h… https://t.co/A4mZcyOqbP,"Enola, PA",2020-01-14 15:46:51,negative
Caroline Duble,RT @Houston4Warren: @PatrickSvitek @ewarren We are so excited about the new Warren office in Houston. It’s huge!  We would love to have you…,"Houston, TX",2020-01-14 15:46:51,positive
The WOLF 🌊,If it isn't the IMPEACHED PRESIDENT,None,2020-01-14 15:46:51,neutral
💀🎉Oh no it's me✏️🔞,"RT @shoe0nhead: oh my god

warren is claiming its true bernie said a woman couldnt become president. despite loads of video evidence of him…",Dying in your bed RN.,2020-01-14 15:46:52,positive
Laura Gonzalez,@Amy_Siskind @ewarren I understand where you are coming from.  But how will you feel if Warren either drops out and… https://t.co/kEJK1FtZOW,"Santa Cruz, CA",2020-01-14 15:46:53,neutral
Chris Cheyenne,RT @ProudResister: Elizabeth Warren announces the endorsements of over 40 current or former Iowa Republicans and Trump voters who are backi…,None,2020-01-14 15:46:53,neutral
jared dryden  ♡,"RT @Politics_Polls: National @MorningConsult/@politico Poll

Trust more to handle...

Health Care:
Sanders 29
Biden 21
Warren 14
Bloomberg…","Detroit, MI",2020-01-14 15:46:53,positive
Grass Pattern,RT @ScottAdamsSays: Disqualified https://t.co/NAWuWjPf4O,None,2020-01-14 15:46:53,neutral
ManoBrow 🇺🇸,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",A Park In Botswana,2020-01-14 15:46:54,neutral
Lisa Lou,RT @KobbeMalak: And now our Dem politicians and leading presidential candidates will rush to side with Iran over our allies in 3... 2.... 1,Maryland BlueStateHostage MD05,2020-01-14 15:46:54,neutral
#AnyBlueWillNotDo,RT @Shahryar: @ProudResister https://t.co/S0n8STt9PS,"Colorado, USA",2020-01-14 15:46:55,neutral
Kathy Putnam,RT @CaccioppoliMike: Breaking: My sources tell me that Warren told Bernie in a private conversation that a Jew would never be elected Presi…,None,2020-01-14 15:46:55,neutral
Cheri Forney,"RT @KaivanShroff: I believe Elizabeth Warren.

I believe Elizabeth Warren.

I believe Elizabeth Warren.

I believe Elizabeth Warren.

I bel…","Hilliard, OH",2020-01-14 15:46:55,neutral
Curious Chak,"RT @mehdirhasan: So tonight’s Democratic presidential debate - the last before Iowa! - is gonna be all about Warren vs Sanders, instead of…","London, UK",2020-01-14 15:46:56,neutral
🇺🇸🌹(𝔻𝔼𝕄𝕆ℂℝ𝔸𝕋𝕀ℂ//𝕊𝕆ℂ𝕀𝔸𝕃𝕀𝕊𝕋)🌹🇺🇸,"RT @peterdaou: ON #WARREN'S LOW BLOW

Since this will come up at the #DemDebate, I want to explain her attack on #Bernie.

When CNN leaked…",None,2020-01-14 15:46:57,neutral
🌳Emír🌹🤝Séjdik🌲,"RT @Politics_Polls: National @MorningConsult/@politico Poll

Trust more to handle...

Health Care:
Sanders 29
Biden 21
Warren 14
Bloomberg…","Long Island, NY",2020-01-14 15:46:57,positive
JP,RT @OFB2020: How Does President Sanders Sound to You? https://t.co/MELZ2OtnOo,None,2020-01-14 15:46:57,positive
Alison Gaylin,"@alex_segura Agree with all of it. Of course it did make me donate to Warren's campaign again, but maybe that's just me.",United States,2020-01-14 15:46:57,neutral
ANTONIO MACHADO,"RT @MarkFow74007631: Film/TV birthdays with a British/Irish connection for 14 January -   2 of 6

Warren Mitchell (14 January 1926 – 14 Nov…","Belém, Pará, Brasil 🇧🇷",2020-01-14 15:46:57,neutral
K. Valis-Watson,"RT @charliekirk11: In 2016, when 6 Republicans were left 50% were minorities:

Trump
Cruz
Rubio
Carson
Kasich
&amp; Jeb!

Today, 6 Democrats ar…","Delaware, USA",2020-01-14 15:46:57,neutral
"James Madison, Unrepentant Indepenent.",RT @mark_gander3: @TulsiGabbard dropping a truth bomb on the Warren smear campaign against @BernieSanders. Who wants to guess how long he a…,None,2020-01-14 15:46:57,positive
rebel,RT @ProudResister: Elizabeth Warren announces the endorsements of over 40 current or former Iowa Republicans and Trump voters who are backi…,None,2020-01-14 15:46:58,neutral
Coach Drew,RT @LLW902: today could've been the day warren and sanders worked together at the debate to bury biden once and for all and we get this shi…,Somewhere Else,2020-01-14 15:46:58,neutral
AnonSnark 🌈❄️🆘🌹,@ProudResister @JMo2221 @BernieSanders The monsters want bernie people and warren people fighting. Dont take the ba… https://t.co/7sKTr2c5C2,"New York, NY",2020-01-14 15:46:59,neutral
Berning2020,"RT @SpittingBack: ""We shouldn't underestimate just how tone deaf Elizabeth Warren can sometimes be...I think this latest leak from somebody…","Massachusetts, USA",2020-01-14 15:46:59,positive
Francis X Carmody,"@ewarren Mao was “fighting for the people”. 

Castro was “fighting for the people”. 

Lenin was “fighting for the p… https://t.co/em9zeuyWJM","Texas, USA",2020-01-14 15:46:59,neutral
Michael Shammas,RT @CANCEL_SAM: @ryanobles @BernieSanders @ewarren @fshakir https://t.co/EjaVj59JBr,"New York, New York",2020-01-14 15:46:59,neutral
Molly Chase,@nataliesurely I’m less concerned about how that conversation went down than what’s happening between Sanders and W… https://t.co/IUlQ6UOyIl,Earf,2020-01-14 15:46:59,negative
Trese 🌊🌊,"RT @KatzOnEarth: The most shocking thing, to me, about the Sanders/Warren story is that Donald Trump laundered money from the Islamic Revol…",USA,2020-01-14 15:47:00,negative
🇺🇸🗽LIBERTYRINGS🗽🇺🇸,"RT @Squill_whispers: Bernie Sanders and Elizabeth Warren fighting over the Democrat nomination

https://t.co/OcbEIsWn1B",America,2020-01-14 15:47:00,neutral
William Keane,DEMs scream that Trump is a fascist dictator and in their next breath promise to exceed their authority and act ind… https://t.co/smghys1Vfe,"West Chester, Ohio",2020-01-14 15:47:01,neutral
Rejina Sincic,"RT @AnandWrites: A profound reflection on Sanders, Warren, and the difference between being an active citizen and a stan.",San Francisco,2020-01-14 15:47:01,negative
Lynn,"RT @Politics_Polls: Super Tuesday States @MorningConsult Poll (1/6-12):
Biden 28%
Sanders 23%
Warren 15%
Bloomberg 9%
Buttigieg 7%
Yang 5%…","Texas, USA",2020-01-14 15:47:01,positive
Kevin Cooper 🌹☕️,"@JodyCoyote12 @lmorihouse Well, then hold on to your hats. https://t.co/oPVhL3XPDB","Norfolk, MA",2020-01-14 15:47:02,neutral
All American Girl,Surprise! Bernie Telling Warren 'A Woman Can't Win' Was a Despicable Democrat Smear Job https://t.co/8b1ScrTFLf @PJMedia_com #AAG #AAG2020,Wisconsin,2020-01-14 15:47:02,positive
james_roe,"@whitneyjstuart @tomwatson He endorsed, I think even Warren's campaign is not so inept as to have made him a staffer.",Portland OR,2020-01-14 15:47:02,neutral
Ira Hyman,They’re my top two. I’d like a real progressive as our democratic candidate.,None,2020-01-14 15:47:03,positive
jared dryden  ♡,"RT @Politics_Polls: Super Tuesday States @MorningConsult Poll (1/6-12):
Biden 28%
Sanders 23%
Warren 15%
Bloomberg 9%
Buttigieg 7%
Yang 5%…","Detroit, MI",2020-01-14 15:47:03,positive
NIH 🐻,"It’s almost as if voters are more sophisticated than, “I VOTE FOR MEATSACK LOOK LIKE ME!”",In a secret lair on NIH campus,2020-01-14 15:47:03,positive
علي🇮🇶,RT @niktaylorde: Why You Shouldn't Support Elizabeth Warren For The Upcoming 2020 Election: a thread https://t.co/DfHjbtakqi,Syria El Assad,2020-01-14 15:47:04,neutral
scarletsusieq,RT @DearDean22: He voted for Jill Stein.. giving her money he raised off of Black deaths. This shill should always be ignored for the fraud…,None,2020-01-14 15:47:04,negative
ZEE @ ドロヘドロ,"RT @carterforva: Anatomy of a hit job:

The author admits the sources weren't in the room
Out of the piece's subjects, one denies that it h…",HOLE,2020-01-14 15:47:04,neutral
Matthew Noah Smith,"@GregGrandin Meanwhile Biden is winning the election.  

But have fun being pissed off at Warren and her supporters.","Boston, MA",2020-01-14 15:47:05,positive
Joe Bruno,"2020 Democratic NC primary poll by Public Policy Polling:

Joe Biden 31
Bernie Sanders 18
Elizabeth Warren 15
Micha… https://t.co/iJyi1zAxw7","Charlotte, NC",2020-01-14 15:47:05,positive
Leftists4Tulsi🌺🇺🇸☮️,"RT @grumpybirdieS: All the Tulsi personal attackers are looking like idiots tonight . 

Glad the truth is finally revealed maybe now people…","Phoenix, AZ",2020-01-14 15:47:05,negative
🆘 Kate Martin 🌎🌍🌏,RT @esaagar: Elizabeth Warren tells the NYT “it’s a bad idea” for kids to serve on foreign boards but refuses to actually hit Joe Biden on…,"Butte, America (Montana)",2020-01-14 15:47:05,negative
Jellenne,RT @stealthgoat1: #Translation Whom to believe? The guy who says all women want to be raped or the white lady who claims she’s Cherokee?,Valley of the Sun,2020-01-14 15:47:05,neutral
Malika Amani,RT @PollyTickal: Liz Warren is a despicable liar and a slime for this latest attack. Do you believe the candidate with a track record of ho…,Chicago,2020-01-14 15:47:06,positive
We The People,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",None,2020-01-14 15:47:06,neutral
Tim Carney,RT @TPCarney: She’s playing very dirty and exploiting the fact that she is the favored candidate of the national media in order to fling mu…,"Washington, DC",2020-01-14 15:47:06,positive
John Jenkins,RT @Monices_Pieces: It’s time to share Elizabeth Warren’s greatest hits: Her lies and fabrications. She lied about her parents. https://t.c…,Where I am now!,2020-01-14 15:47:03,positive
🌹Mia Nathalie 🇩🇴,Elizabeth Warren proving that once a liar always a liar. #LyingLiz,"New York, NY",2020-01-14 15:47:06,neutral
Kitty,"RT @MSNBC: .@MTPFirstRead: After Sanders-Warren dust-up, Democrats need to talk about why they lost in 2016. 
https://t.co/oMAIOkHPlZ",United States,2020-01-14 15:47:06,neutral
Ninma🌹,"RT @Politics_Polls: National @MorningConsult/@politico Poll

Trust more to handle...

Health Care:
Sanders 29
Biden 21
Warren 14
Bloomberg…",https://justicedemocrats.com/,2020-01-14 15:47:07,positive
Alcibiades 🧢,"RT @JoeyGDNBoss: Yang is 5% nationally
N=17,000
MOE +/- 1%

Fuck you @TomPerez and @DNC. You make me want to puke.",Yang Gang Territory,2020-01-14 15:47:07,negative
Curious Chak,"RT @mehdirhasan: I mean, obviously, if I was moderating tonight, I’d wanna ask Bernie and Warren which of them is right about that conversa…","London, UK",2020-01-14 15:47:07,negative
South Jersey Giants,"Hate to use the word, but nothing else applies here.  This is pure evil.","Marlton, NJ",2020-01-14 15:47:08,negative
Shane Ryan,Here's @WalkerBragman with the most comprehensive breakdown I've seen of Warren's stunning attempt to attack Sander… https://t.co/FjBEC3irAQ,None,2020-01-14 15:47:08,positive
Rich Phaquo 🇵🇷🇩🇴,"RT @PatTheBerner: Over the next few weeks, the media (and Warren) will desperately attack Bernie, trying to paint him as ""too divisive.""

W…",None,2020-01-14 15:47:09,negative
Jerri Ann Zito,"RT @catturd2: Ya’ don’t SAY! Lefties who’ve ignored Elizabeth Warren’s lies for YEARS suddenly figure out she’s a liar, #RefundWarren trend…","Cape Coral, FL ",2020-01-14 15:47:09,neutral
Marcia Morrell,"RT @atensnut: Elizabeth Warren:  Now that Julian Castro is out, I’m the only Latino running.  

Andrew Yang:  Now that my friend, Cory Book…","Huntington Beach, CA",2020-01-14 15:47:10,neutral
david w. thompson,"RT @RepJimBanks: By delaying impeachment trial, @SpeakerPelosi is putting her thumb on the scales of the 2020 primary. She is trying to hel…",South Carolina,2020-01-14 15:47:11,positive
Dr Deirdre,"RT @AngryBlackLady: I’m just going to drop this here and walk away. Shaun King lies. A lot. So no, I don’t believe anybody told him a godda…","boston, ma",2020-01-14 15:47:10,neutral
Carmella Storino,"RT @RyanAFournier: In a private meeting, Bernie Sanders apparently told Elizabeth Warren that a “woman can’t win” the Presidency.

No, Bern…",None,2020-01-14 15:47:11,positive
𝐤𝐨𝐳𝐲,"RT @HamillHimself: You misspelled ""Pocahontas"", but I'm sure you know how to spell ""racist"".
#DividerInChief","California, USA",2020-01-14 15:47:11,positive
Amy Lind🌹Class first! 🇸🇪🇮🇹🇺🇸,"RT @dpakman: Don't take your eye off the ball. If this Bernie ""scandal"" hurts Bernie and helps Warren, she won't take the lead. This means…",None,2020-01-14 15:47:11,neutral
naty,RT @BulchMaverick: In a closed door meeting in 2018 I told Elizabeth Warren that the popeyes chicken sandwich would be an abject failure.,"Santiago, Chile",2020-01-14 15:47:12,negative
Beach Bum,RT @ProudResister: Elizabeth Warren announces the endorsements of over 40 current or former Iowa Republicans and Trump voters who are backi…,Boston,2020-01-14 15:47:12,neutral
T. Ruth  Burns,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",Mouth Full of Lies?,2020-01-14 15:47:13,neutral
❌🇺🇸 Yvette Hebert 🇺🇸,"RT @Squill_whispers: Bernie Sanders and Elizabeth Warren fighting over the Democrat nomination

https://t.co/OcbEIsWn1B","Sebastian, FL",2020-01-14 15:47:13,neutral
